Node label	Node label ORF	Domain (predominant)	Neighborhood score [max=1, min=0] (predominant)	Total number of enriched domains	Number of enriched attributes per domain
YOR299W	YOR299W	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YOR304W	YOR304W	15	0.525	1	0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0
YOR308C	YOR308C	6	1.000	2	0,0,0,0,8,0,0,0,0,0,0,0,0,1,0,0
YOR310C	YOR310C	8	1.000	4	0,0,0,0,1,12,13,6,0,0,0,0,0,0,0,0
YOR311C	YOR311C	9	0.551	2	0,0,0,0,0,0,0,24,0,10,0,0,0,0,0,0
YOR312C	YOR312C	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YOR315W	YOR315W	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YOR317W	YOR317W	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YOR318C	YOR318C	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YOR319W	YOR319W	9	0.413	1	0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0
YOR322C	YOR322C	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YOR326W	YOR326W	14	0.635	1	0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0
YOR327C	YOR327C	3	1.000	2	0,10,4,0,0,0,0,0,0,0,0,0,0,0,0,0
YOR328W	YOR328W	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YOR329C	YOR329C	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YOR332W	YOR332W	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YOR335C	YOR335C	9	0.333	1	0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
YOR336W	YOR336W	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YOR337W	YOR337W	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YOR338W	YOR338W	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YOR340C	YOR340C	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YOR341W	YOR341W	15	0.584	3	0,0,0,0,0,0,0,0,0,0,0,2,4,17,0,0
YOR344C	YOR344C	15	0.978	2	0,0,0,0,0,0,0,0,0,0,0,0,9,60,0,0
YOR346W	YOR346W	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YOR349W	YOR349W	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YOR351C	YOR351C	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YOR353C	YOR353C	15	0.663	1	0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0
YOR354C	YOR354C	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YOR355W	YOR355W	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YOR358W	YOR358W	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YOR359W	YOR359W	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YOR361C	YOR361C	9	0.470	2	0,0,0,0,0,0,0,10,0,0,3,0,0,0,0,0
YOR362C	YOR362C	11	1.000	2	0,0,0,0,0,0,0,0,0,20,0,0,0,2,0,0
YOR365C	YOR365C	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YOR368W	YOR368W	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YOR370C	YOR370C	3	0.545	2	0,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0
YOR371C	YOR371C	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YOR372C	YOR372C	14	1.000	2	0,0,0,0,0,0,0,0,0,0,0,0,28,24,0,0
YOR373W	YOR373W	14	1.000	1	0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0
YOR374W	YOR374W	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YOR375C	YOR375C	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YOR388C	YOR388C	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YPL001W	YPL001W	1	0.342	1	0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
YPL007C	YPL007C	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YPL008W	YPL008W	14	1.000	2	0,0,0,0,0,0,0,0,0,0,0,0,62,1,0,0
YPL009C	YPL009C	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YPL010W	YPL010W	3	0.503	1	0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YPL011C	YPL011C	15	0.960	2	0,0,0,0,0,0,0,0,0,0,0,0,1,50,0,0
YPL012W	YPL012W	8	0.553	1	0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0
YPL014W	YPL014W	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YPL015C	YPL015C	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YPL016W	YPL016W	15	1.000	2	0,0,0,0,0,0,0,0,0,0,0,0,3,80,0,0
YPL017C	YPL017C	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YPL018W	YPL018W	14	1.000	2	0,0,0,0,0,0,0,0,0,0,0,0,46,1,0,0
YPL019C	YPL019C	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YPL020C	YPL020C	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YPL021W	YPL021W	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YPL022W	YPL022W	14	0.411	1	0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0
YPL023C	YPL023C	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YPL024W	YPL024W	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YPL025C	YPL025C	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YPL027W	YPL027W	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YPL028W	YPL028W	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YPL030W	YPL030W	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YPL031C	YPL031C	15	1.000	2	0,0,0,0,0,0,0,0,0,0,0,0,23,41,0,0
YPL032C	YPL032C	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YPL036W	YPL036W	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YPL037C	YPL037C	11	0.537	1	0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0
YPL038W	YPL038W	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YPL042C	YPL042C	15	1.000	1	0,0,0,0,0,0,0,0,0,0,0,0,0,79,0,0
YPL043W	YPL043W	8	0.978	2	0,0,0,0,1,0,11,0,0,0,0,0,0,0,0,0
YPL045W	YPL045W	3	0.489	2	3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YPL047W	YPL047W	15	0.476	1	0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0
YPL049C	YPL049C	14	0.832	2	0,0,0,0,0,0,0,0,0,0,0,0,20,12,0,0
YPL055C	YPL055C	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YPL056C	YPL056C	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YPL057C	YPL057C	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YPL061W	YPL061W	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YPL062W	YPL062W	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YPL063W	YPL063W	5	0.864	2	0,0,0,9,0,0,0,2,0,0,0,0,0,0,0,0
YPL066W	YPL066W	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YPL075W	YPL075W	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YPL077C	YPL077C	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YPL079W	YPL079W	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YPL080C	YPL080C	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YPL081W	YPL081W	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YPL082C	YPL082C	15	0.997	1	0,0,0,0,0,0,0,0,0,0,0,0,0,65,0,0
YPL083C	YPL083C	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YPL084W	YPL084W	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YPL085W	YPL085W	3	0.743	1	0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YPL086C	YPL086C	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YPL088W	YPL088W	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YPL089C	YPL089C	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YPL090C	YPL090C	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YPL093W	YPL093W	8	1.000	3	0,0,0,0,1,0,13,6,0,0,0,0,0,0,0,0
YPL094C	YPL094C	17	1.000	2	0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6
YPL106C	YPL106C	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YPL111W	YPL111W	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YPL112C	YPL112C	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YPL115C	YPL115C	14	1.000	2	0,0,0,0,0,0,0,0,0,0,0,0,30,22,0,0
YPL117C	YPL117C	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YPL118W	YPL118W	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YPL120W	YPL120W	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YPL121C	YPL121C	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YPL122C	YPL122C	15	0.530	1	0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0
YPL124W	YPL124W	9	0.465	2	0,0,0,0,0,0,0,11,0,0,0,0,4,0,0,0
YPL126W	YPL126W	8	1.000	4	0,0,0,0,1,4,13,6,0,0,0,0,0,0,0,0
YPL127C	YPL127C	15	1.000	2	0,0,0,0,0,0,0,0,0,0,0,0,4,46,0,0
YPL129W	YPL129W	15	1.000	2	0,0,0,0,0,0,0,0,0,0,0,0,12,98,0,0
YPL131W	YPL131W	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YPL132W	YPL132W	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YPL135W	YPL135W	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YPL138C	YPL138C	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YPL139C	YPL139C	15	1.000	2	0,0,0,0,0,0,0,0,0,0,0,0,12,98,0,0
YPL140C	YPL140C	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YPL143W	YPL143W	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YPL144W	YPL144W	11	0.319	1	0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
YPL145C	YPL145C	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YPL148C	YPL148C	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YPL150W	YPL150W	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YPL151C	YPL151C	8	1.000	3	0,0,0,0,6,0,11,6,0,0,0,0,0,0,0,0
YPL152W	YPL152W	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YPL153C	YPL153C	14	1.000	2	0,0,0,0,0,0,0,0,0,0,0,0,67,64,0,0
YPL154C	YPL154C	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YPL155C	YPL155C	1	0.343	1	0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
YPL156C	YPL156C	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YPL157W	YPL157W	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YPL158C	YPL158C	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YPL159C	YPL159C	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YPL160W	YPL160W	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YPL161C	YPL161C	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YPL167C	YPL167C	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YPL168W	YPL168W	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YPL169C	YPL169C	9	1.000	2	0,0,0,0,0,0,0,46,9,0,0,0,0,0,0,0
YPL171C	YPL171C	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YPL174C	YPL174C	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YPL178W	YPL178W	9	0.791	2	0,0,0,0,4,0,0,21,0,0,0,0,0,0,0,0
YPL179W	YPL179W	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YPL180W	YPL180W	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YPL181W	YPL181W	15	0.780	3	0,0,0,0,0,0,0,1,0,0,0,0,3,41,0,0
YPL183W-A	YPL183W-A	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YPL186C	YPL186C	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YPL190C	YPL190C	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YPL194W	YPL194W	14	0.897	1	0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0
YPL202C	YPL202C	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YPL203W	YPL203W	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YPL204W	YPL204W	11	0.561	3	0,0,0,0,0,0,0,0,0,13,0,0,4,2,0,0
YPL206C	YPL206C	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YPL208W	YPL208W	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YPL209C	YPL209C	15	1.000	2	0,0,0,0,0,0,0,0,0,0,0,0,19,68,0,0
YPL210C	YPL210C	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YPL211W	YPL211W	8	0.997	3	0,0,0,0,1,0,11,6,0,0,0,0,0,0,0,0
YPL213W	YPL213W	6	1.000	2	0,0,0,0,8,0,0,0,0,0,0,0,0,1,0,0
YPL217C	YPL217C	7	1.000	2	0,0,0,0,0,14,6,0,0,0,0,0,0,0,0,0
YPL219W	YPL219W	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YPL220W	YPL220W	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YPL222W	YPL222W	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YPL224C	YPL224C	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YPL225W	YPL225W	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YPL226W	YPL226W	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YPL227C	YPL227C	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YPL228W	YPL228W	15	1.000	2	0,0,0,0,0,0,0,0,0,0,0,0,2,89,0,0
YPL231W	YPL231W	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YPL232W	YPL232W	3	0.484	2	0,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0
YPL233W	YPL233W	14	1.000	1	0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0
YPL235W	YPL235W	15	0.429	1	0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0
YPL237W	YPL237W	12	0.960	2	0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0
YPL239W	YPL239W	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YPL240C	YPL240C	3	0.949	1	0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YPL242C	YPL242C	15	0.712	2	0,0,0,0,0,0,0,0,0,0,0,0,8,17,0,0
YPL243W	YPL243W	9	0.341	4	0,2,0,0,0,0,0,2,0,1,0,0,0,2,0,0
YPL248C	YPL248C	15	0.920	1	0,0,0,0,0,0,0,0,0,0,0,0,0,66,0,0
YPL250C	YPL250C	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YPL253C	YPL253C	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YPL254W	YPL254W	15	1.000	2	0,0,0,0,0,0,0,0,0,0,0,0,2,68,0,0
YPL255W	YPL255W	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YPL256C	YPL256C	14	1.000	3	0,0,0,0,0,0,0,0,0,0,0,2,27,4,0,0
YPL266W	YPL266W	7	1.000	2	0,0,0,0,0,14,6,0,0,0,0,0,0,0,0,0
YPL267W	YPL267W	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YPL269W	YPL269W	14	0.564	1	0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0
YPL270W	YPL270W	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YPL272C	YPL272C	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YPL277C	YPL277C	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YPR007C	YPR007C	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YPR008W	YPR008W	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YPR009W	YPR009W	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YPR010C	YPR010C	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YPR013C	YPR013C	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YPR016C	YPR016C	8	1.000	4	0,0,0,0,1,3,13,6,0,0,0,0,0,0,0,0
YPR017C	YPR017C	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YPR018W	YPR018W	14	1.000	2	0,0,0,0,0,0,0,0,0,0,0,0,76,34,0,0
YPR019W	YPR019W	14	1.000	2	0,0,0,0,0,0,0,0,0,0,0,0,40,13,0,0
YPR023C	YPR023C	15	1.000	2	0,0,0,0,0,0,0,0,0,0,0,0,12,98,0,0
YPR024W	YPR024W	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YPR025C	YPR025C	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YPR026W	YPR026W	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YPR029C	YPR029C	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YPR030W	YPR030W	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YPR031W	YPR031W	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YPR032W	YPR032W	4	0.896	3	0,2,10,0,0,0,0,1,0,0,0,0,0,0,0,0
YPR033C	YPR033C	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YPR034W	YPR034W	15	1.000	2	0,0,0,0,0,0,0,0,0,0,0,0,3,89,0,0
YPR035W	YPR035W	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YPR036W	YPR036W	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YPR040W	YPR040W	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YPR041W	YPR041W	15	0.333	3	0,0,0,0,1,0,0,0,0,0,3,0,0,5,0,0
YPR042C	YPR042C	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YPR043W	YPR043W	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YPR045C	YPR045C	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YPR046W	YPR046W	14	1.000	2	0,0,0,0,0,0,0,0,0,0,0,0,34,1,0,0
YPR055W	YPR055W	15	0.467	2	0,0,5,0,0,0,0,0,0,0,0,0,0,15,0,0
YPR056W	YPR056W	1	0.356	1	0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
YPR060C	YPR060C	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YPR065W	YPR065W	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YPR068C	YPR068C	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YPR069C	YPR069C	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YPR070W	YPR070W	15	1.000	2	0,0,0,0,0,0,0,0,0,0,0,0,2,83,0,0
YPR074C	YPR074C	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YPR075C	YPR075C	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YPR080W	YPR080W	10	0.334	1	0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0
YPR082C	YPR082C	6	0.385	1	0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
YPR086W	YPR086W	15	1.000	2	0,0,0,0,0,0,0,0,0,0,0,0,0,84,1,0
YPR088C	YPR088C	9	0.341	4	0,2,0,0,0,0,0,2,0,1,0,0,0,2,0,0
YPR093C	YPR093C	15	0.844	3	0,0,0,0,0,0,0,0,0,0,0,0,11,51,1,0
YPR094W	YPR094W	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YPR101W	YPR101W	6	1.000	2	0,0,0,0,8,0,0,0,0,0,0,0,0,1,0,0
YPR102C	YPR102C	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YPR103W	YPR103W	11	0.596	1	0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
YPR104C	YPR104C	15	0.315	1	0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
YPR105C	YPR105C	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YPR107C	YPR107C	16	0.743	1	0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
YPR108W	YPR108W	11	1.000	2	0,0,0,0,0,0,0,0,0,20,0,0,0,2,0,0
YPR110C	YPR110C	14	0.723	1	0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0
YPR111W	YPR111W	14	0.941	1	0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0
YPR112C	YPR112C	8	0.501	1	0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0
YPR113W	YPR113W	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YPR119W	YPR119W	14	1.000	2	0,0,0,0,0,0,0,0,0,0,0,0,84,13,0,0
YPR120C	YPR120C	14	1.000	2	0,0,0,0,0,0,0,0,0,0,0,0,57,8,0,0
YPR128C	YPR128C	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YPR129W	YPR129W	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YPR132W	YPR132W	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YPR133C	YPR133C	9	0.345	1	0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0
YPR133W-A	YPR133W-A	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YPR134W	YPR134W	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YPR135W	YPR135W	14	1.000	2	0,0,0,0,0,0,0,0,0,0,0,0,53,27,0,0
YPR137W	YPR137W	7	0.935	2	0,0,0,0,0,12,6,0,0,0,0,0,0,0,0,0
YPR139C	YPR139C	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YPR141C	YPR141C	14	1.000	2	0,0,0,0,0,0,0,0,0,0,0,0,80,9,0,0
YPR143W	YPR143W	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YPR145W	YPR145W	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YPR149W	YPR149W	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YPR150W	YPR150W	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YPR152C	YPR152C	6	1.000	1	0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0
YPR160W	YPR160W	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YPR161C	YPR161C	15	0.314	1	0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
YPR162C	YPR162C	1	0.385	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YPR164W	YPR164W	14	0.321	1	0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
YPR165W	YPR165W	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YPR167C	YPR167C	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YPR168W	YPR168W	15	0.637	1	0,0,0,0,0,0,0,0,0,0,0,0,0,64,0,0
YPR171W	YPR171W	14	0.474	3	0,1,0,0,0,0,0,0,0,0,0,4,4,0,0,0
YPR173C	YPR173C	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YPR174C	YPR174C	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YPR175W	YPR175W	14	1.000	2	0,0,0,0,0,0,0,0,0,0,0,0,34,6,0,0
YPR176C	YPR176C	4	0.724	2	0,4,10,0,0,0,0,0,0,0,0,0,0,0,0,0
YPR178W	YPR178W	6	1.000	1	0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0
YPR179C	YPR179C	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
