oln_id_a	oln_id_b	oln_id_c	type_ac	type_bc	go_CC_count	go_CC_intersect_abc
16817	YOR001W	YDR280W	YNL232W	p	p	1	nucleus
16818	YOR001W	YDR280W	YNR024W	p	p	1	nucleus
16819	YOR001W	YDR280W	YOL021C	p	p	2	nucleolus; nucleus
16820	YOR001W	YDR280W	YOL142W	p	p	1	nucleus
16821	YOR001W	YDR381W	YDR280W	p	p	1	nucleus
16822	YOR001W	YDR381W	YDR432W	p	p	1	nucleus
16823	YOR001W	YER092W	YJR060W	tu	tu	1	nucleus
16824	YOR001W	YGR158C	YCR035C	p	p	2	nucleolus; nucleus
16825	YOR001W	YGR158C	YDL111C	p	p	1	nucleus
16826	YOR001W	YGR158C	YDR280W	p	p	2	nucleolus; nucleus
16827	YOR001W	YGR158C	YGR095C	p	p	1	nucleus
16828	YOR001W	YGR158C	YGR195W	p	p	1	nucleus
16829	YOR001W	YGR158C	YHR069C	p	p	1	nucleus
16830	YOR001W	YGR158C	YHR081W	p	p	1	nucleus
16831	YOR001W	YGR158C	YNL232W	p	p	1	nucleus
16832	YOR001W	YGR158C	YOL021C	p	p	2	nucleolus; nucleus
16833	YOR001W	YGR158C	YOL142W	p	p	1	nucleus
16834	YOR001W	YGR195W	YCR035C	p	p	1	nucleus
16835	YOR001W	YGR195W	YDL111C	p	p	1	nucleus
16836	YOR001W	YGR195W	YDR280W	p	p	1	nucleus
16837	YOR001W	YGR195W	YGR095C	p	p	1	nucleus
16838	YOR001W	YGR195W	YGR158C	p	p	1	nucleus
16839	YOR001W	YGR195W	YHR069C	p	p	1	nucleus
16840	YOR001W	YGR195W	YNL232W	p	p	1	nucleus
16841	YOR001W	YGR195W	YOL021C	p	p	1	nucleus
16842	YOR001W	YGR195W	YOL142W	p	p	1	nucleus
16843	YOR001W	YHR069C	YCR035C	p	p	1	nucleus
16844	YOR001W	YHR069C	YDL111C	p	p	1	nucleus
16845	YOR001W	YHR069C	YDR280W	p	p	1	nucleus
16846	YOR001W	YHR069C	YGR095C	p	p	1	nucleus
16847	YOR001W	YHR069C	YGR158C	p	p	1	nucleus
16848	YOR001W	YHR069C	YGR195W	p	p	1	nucleus
16849	YOR001W	YHR069C	YHR081W	p	p	1	nucleus
16850	YOR001W	YHR069C	YNL232W	p	p	1	nucleus
16851	YOR001W	YHR069C	YNR024W	p	p	1	nucleus
16852	YOR001W	YHR069C	YOL021C	p	p	1	nucleus
16853	YOR001W	YHR099W	YJR060W	tu	tu	1	nucleus
16854	YOR001W	YIL127C	YJR060W	tu	tu	1	nucleus
16855	YOR001W	YIR023W	YBR160W	ku	ku	1	nucleus
16856	YOR001W	YIR023W	YBR160W	ku	p	1	nucleus
16857	YOR001W	YIR023W	YBR160W	p	ku	1	nucleus
16858	YOR001W	YIR023W	YBR160W	p	p	1	nucleus
16859	YOR001W	YKL112W	YDR280W	p	td	1	nucleus
16860	YOR001W	YKL112W	YNL189W	p	td	1	nucleus
16861	YOR001W	YLR430W	YBR160W	ku	ku	1	nucleus
16862	YOR001W	YLR430W	YBR160W	ku	p	1	nucleus
16863	YOR001W	YLR430W	YBR160W	p	ku	1	nucleus
16864	YOR001W	YLR430W	YBR160W	p	p	1	nucleus
16865	YOR001W	YLR430W	YNL251C	p	p	1	nucleus
16866	YOR001W	YNL232W	YCR035C	p	p	1	nucleus
16867	YOR001W	YNL232W	YDL111C	p	p	1	nucleus
16868	YOR001W	YNL232W	YDR280W	p	p	1	nucleus
16869	YOR001W	YNL232W	YGR095C	p	p	1	nucleus
16870	YOR001W	YNL232W	YGR158C	p	p	1	nucleus
16871	YOR001W	YNL232W	YGR195W	p	p	1	nucleus
16872	YOR001W	YNL232W	YHR069C	p	p	1	nucleus
16873	YOR001W	YNL232W	YHR081W	p	p	1	nucleus
16874	YOR001W	YNL232W	YNR024W	p	p	1	nucleus
16875	YOR001W	YNL232W	YOL021C	p	p	1	nucleus
16876	YOR001W	YNL232W	YOL142W	p	p	1	nucleus
16877	YOR001W	YNL299W	YJL050W	p	p	2	nucleolus; nucleus
16878	YOR001W	YNR024W	YCR035C	p	p	1	nucleus
16879	YOR001W	YNR024W	YDL111C	p	p	1	nucleus
16880	YOR001W	YNR024W	YDR280W	p	p	1	nucleus
16881	YOR001W	YNR024W	YGR095C	p	p	1	nucleus
16882	YOR001W	YNR024W	YHR069C	p	p	1	nucleus
16883	YOR001W	YNR024W	YHR081W	p	p	1	nucleus
16884	YOR001W	YNR024W	YNL232W	p	p	1	nucleus
16885	YOR001W	YNR024W	YOL021C	p	p	1	nucleus
16886	YOR007C	YBL050W	YLR268W	p	p	1	cytoplasm
16887	YOR007C	YDR189W	YLR268W	p	p	1	cytoplasm
16888	YOR007C	YER157W	YLR268W	p	p	1	cytoplasm
16889	YOR007C	YIL004C	YLR268W	p	p	1	cytoplasm
16890	YOR007C	YIL076W	YLR268W	p	p	1	cytoplasm
16891	YOR007C	YJR060W	YNL064C	p	td	1	cytoplasm
16892	YOR007C	YLR078C	YLR268W	p	p	1	cytoplasm
16893	YOR007C	YNL064C	YAL005C	p	p	1	cytoplasm
16894	YOR007C	YNL064C	YDR172W	p	p	1	cytoplasm
16895	YOR007C	YNL064C	YDR392W	tu	tu	1	cytoplasm
16896	YOR007C	YNL064C	YLL026W	p	p	1	cytoplasm
16897	YOR007C	YNL064C	YOL111C	p	p	1	cytoplasm
16898	YOR008C	YBR260C	YJL095W	ku	ku	3	cellular bud; cytoplasm; site of polarized growth
16899	YOR008C	YDL203C	YJL095W	ku	ku	1	cytoplasm
16900	YOR008C	YGR196C	YJL095W	ku	ku	1	cytoplasm
16901	YOR008C	YHR030C	YJL095W	ku	kd	3	cellular bud; cytoplasm; site of polarized growth
16902	YOR008C	YHR030C	YJL095W	ku	ku	3	cellular bud; cytoplasm; site of polarized growth
16903	YOR008C	YHR030C	YJL095W	ku	p	3	cellular bud; cytoplasm; site of polarized growth
16904	YOR008C	YHR030C	YLR371W	p	kd	2	cellular bud; site of polarized growth
16905	YOR008C	YHR030C	YLR371W	p	p	2	cellular bud; site of polarized growth
16906	YOR008C	YLR332W	YLR371W	p	p	1	site of polarized growth
16907	YOR008C	YLR371W	YJL095W	ku	ku	2	cellular bud; site of polarized growth
16908	YOR014W	YBR135W	YBR160W	ku	ku	2	cytoplasm; nucleus
16909	YOR014W	YBR135W	YBR160W	ku	p	2	cytoplasm; nucleus
16910	YOR014W	YBR135W	YBR160W	p	ku	2	cytoplasm; nucleus
16911	YOR014W	YBR135W	YBR160W	p	p	2	cytoplasm; nucleus
16912	YOR014W	YBR160W	YDR507C	ku	kd	2	cellular bud; site of polarized growth
16913	YOR014W	YBR160W	YDR507C	ku	ku	2	cellular bud; site of polarized growth
16914	YOR014W	YBR160W	YDR507C	ku	p	2	cellular bud; site of polarized growth
16915	YOR014W	YBR160W	YKL048C	ku	kd	4	cellular bud; cytoplasm; cytoskeleton; site of polarized growth
16916	YOR014W	YBR160W	YKL048C	ku	ku	4	cellular bud; cytoplasm; cytoskeleton; site of polarized growth
16917	YOR014W	YBR160W	YKL048C	ku	p	4	cellular bud; cytoplasm; cytoskeleton; site of polarized growth
16918	YOR014W	YBR160W	YNL298W	ku	kd	3	cellular bud; cytoplasm; nucleus
16919	YOR014W	YBR160W	YNL298W	ku	ku	3	cellular bud; cytoplasm; nucleus
16920	YOR014W	YBR160W	YNL298W	ku	p	3	cellular bud; cytoplasm; nucleus
16921	YOR014W	YBR200W	YBR160W	ku	ku	3	cellular bud; cytoplasm; site of polarized growth
16922	YOR014W	YBR200W	YBR160W	ku	p	3	cellular bud; cytoplasm; site of polarized growth
16923	YOR014W	YBR200W	YBR160W	p	ku	3	cellular bud; cytoplasm; site of polarized growth
16924	YOR014W	YBR200W	YBR160W	p	p	3	cellular bud; cytoplasm; site of polarized growth
16925	YOR014W	YBR200W	YNL298W	ku	ku	2	cellular bud; cytoplasm
16926	YOR014W	YBR200W	YNL298W	ku	p	2	cellular bud; cytoplasm
16927	YOR014W	YDL006W	YNL298W	ku	p	2	cytoplasm; nucleus
16928	YOR014W	YDL028C	YBR160W	ku	ku	3	cytoskeleton; microtubule organizing center; nucleus
16929	YOR014W	YDL028C	YBR160W	p	ku	3	cytoskeleton; microtubule organizing center; nucleus
16930	YOR014W	YDR162C	YNL298W	ku	ku	2	cytoplasm; nucleus
16931	YOR014W	YDR162C	YNL298W	ku	p	2	cytoplasm; nucleus
16932	YOR014W	YDR168W	YBR160W	ku	ku	1	cytoplasm
16933	YOR014W	YDR168W	YBR160W	ku	p	1	cytoplasm
16934	YOR014W	YDR168W	YBR160W	p	ku	1	cytoplasm
16935	YOR014W	YDR168W	YBR160W	p	p	1	cytoplasm
16936	YOR014W	YDR293C	YBR160W	ku	ku	4	cellular bud; cytoplasm; nucleus; site of polarized growth
16937	YOR014W	YDR293C	YBR160W	p	ku	4	cellular bud; cytoplasm; nucleus; site of polarized growth
16938	YOR014W	YEL061C	YBR160W	ku	ku	3	cytoplasm; cytoskeleton; nucleus
16939	YOR014W	YEL061C	YBR160W	p	ku	3	cytoplasm; cytoskeleton; nucleus
16940	YOR014W	YER111C	YBR160W	ku	ku	1	nucleus
16941	YOR014W	YER111C	YBR160W	ku	p	1	nucleus
16942	YOR014W	YER111C	YBR160W	p	ku	1	nucleus
16943	YOR014W	YER111C	YBR160W	p	p	1	nucleus
16944	YOR014W	YER111C	YNL298W	ku	ku	1	nucleus
16945	YOR014W	YER111C	YNL298W	ku	td	1	nucleus
16946	YOR014W	YER155C	YBR160W	ku	ku	3	cellular bud; cytoplasm; site of polarized growth
16947	YOR014W	YER155C	YBR160W	p	ku	3	cellular bud; cytoplasm; site of polarized growth
16948	YOR014W	YER165W	YBR160W	ku	ku	2	cytoplasm; nucleus
16949	YOR014W	YER165W	YBR160W	p	ku	2	cytoplasm; nucleus
16950	YOR014W	YFL029C	YBR160W	ku	kd	1	cytoplasm
16951	YOR014W	YFL029C	YBR160W	ku	ku	1	cytoplasm
16952	YOR014W	YFL029C	YBR160W	ku	p	1	cytoplasm
16953	YOR014W	YFL029C	YBR160W	p	kd	1	cytoplasm
16954	YOR014W	YFL029C	YBR160W	p	ku	1	cytoplasm
16955	YOR014W	YFL029C	YBR160W	p	p	1	cytoplasm
16956	YOR014W	YGL003C	YBR160W	ku	ku	2	cytoplasm; nucleus
16957	YOR014W	YGL003C	YBR160W	ku	p	2	cytoplasm; nucleus
16958	YOR014W	YGL003C	YBR160W	p	ku	2	cytoplasm; nucleus
16959	YOR014W	YGL003C	YBR160W	p	p	2	cytoplasm; nucleus
16960	YOR014W	YGL190C	YAL016W	p	p	4	cellular bud; cytoplasm; nucleus; site of polarized growth
16961	YOR014W	YGL190C	YBR160W	ku	ku	4	cellular bud; cytoplasm; nucleus; site of polarized growth
16962	YOR014W	YGL190C	YBR160W	p	ku	4	cellular bud; cytoplasm; nucleus; site of polarized growth
16963	YOR014W	YGL190C	YDL134C	p	p	2	cytoplasm; nucleus
16964	YOR014W	YGL190C	YDL188C	p	p	1	nucleus
16965	YOR014W	YGL190C	YKL048C	ku	ku	3	cellular bud; cytoplasm; site of polarized growth
16966	YOR014W	YGL190C	YNL154C	ku	ku	2	cellular bud; site of polarized growth
16967	YOR014W	YHR166C	YBR160W	ku	ku	1	nucleus
16968	YOR014W	YHR166C	YBR160W	p	ku	1	nucleus
16969	YOR014W	YJR059W	YBR160W	ku	kd	2	cytoplasm; nucleus
16970	YOR014W	YJR059W	YBR160W	ku	ku	2	cytoplasm; nucleus
16971	YOR014W	YJR059W	YBR160W	ku	p	2	cytoplasm; nucleus
16972	YOR014W	YJR059W	YBR160W	p	kd	2	cytoplasm; nucleus
16973	YOR014W	YJR059W	YBR160W	p	ku	2	cytoplasm; nucleus
16974	YOR014W	YJR059W	YBR160W	p	p	2	cytoplasm; nucleus
16975	YOR014W	YKL068W	YNL298W	ku	p	1	nucleus
16976	YOR014W	YLR079W	YBR160W	ku	ku	2	cytoplasm; nucleus
16977	YOR014W	YLR079W	YBR160W	ku	p	2	cytoplasm; nucleus
16978	YOR014W	YLR079W	YBR160W	p	ku	2	cytoplasm; nucleus
16979	YOR014W	YLR079W	YBR160W	p	p	2	cytoplasm; nucleus
16980	YOR014W	YMR028W	YDL134C	p	p	1	cytoplasm
16981	YOR014W	YMR036C	YBR160W	ku	ku	2	cytoplasm; nucleus
16982	YOR014W	YMR036C	YBR160W	ku	p	2	cytoplasm; nucleus
16983	YOR014W	YMR036C	YBR160W	p	ku	2	cytoplasm; nucleus
16984	YOR014W	YMR036C	YBR160W	p	p	2	cytoplasm; nucleus
16985	YOR014W	YMR036C	YHR135C	ku	ku	1	cytoplasm
16986	YOR014W	YMR036C	YNL298W	ku	ku	2	cytoplasm; nucleus
16987	YOR014W	YNL309W	YBR160W	ku	ku	2	cytoplasm; nucleus
16988	YOR014W	YNL309W	YBR160W	ku	p	2	cytoplasm; nucleus
16989	YOR014W	YNL309W	YBR160W	p	ku	2	cytoplasm; nucleus
16990	YOR014W	YNL309W	YBR160W	p	p	2	cytoplasm; nucleus
16991	YOR016C	YAL023C	YGL200C	p	p	4	cytoplasm; endomembrane system; endoplasmic reticulum; membrane
16992	YOR017W	YGR264C	YGL105W	p	p	1	cytoplasm
16993	YOR018W	YBR177C	YER125W	p	p	2	cytoplasm; membrane
16994	YOR018W	YML097C	YLL039C	p	p	1	cytoplasm
16995	YOR018W	YNL243W	YER125W	p	p	1	cytoplasm
16996	YOR019W	YLR061W	YGL071W	tu	tu	1	cytoplasm
16997	YOR020C	YAL044C	YDR392W	tu	tu	1	cytoplasm
16998	YOR020C	YDR323C	YGL073W	tu	tu	1	cytoplasm
16999	YOR020C	YER103W	YGL073W	tu	tu	1	cytoplasm
17000	YOR020C	YGL073W	YLR259C	p	td	2	cytoplasm; mitochondrion
17001	YOR020C	YGL112C	YDR392W	tu	p	1	cytoplasm
17002	YOR020C	YGR142W	YGL073W	tu	tu	1	cytoplasm
17003	YOR020C	YLR168C	YDR392W	tu	tu	1	cytoplasm
17004	YOR020C	YLR414C	YDR392W	tu	tu	1	cytoplasm
17005	YOR023C	YBL052C	YBR049C	tu	tu	1	nucleus
17006	YOR023C	YCL010C	YDR176W	p	p	1	nucleus
17007	YOR023C	YCL010C	YDR448W	p	p	1	nucleus
17008	YOR023C	YCL010C	YGR252W	p	p	1	nucleus
17009	YOR023C	YDL155W	YBR049C	tu	tu	1	nucleus
17010	YOR023C	YDR159W	YDR448W	p	p	1	nucleus
17011	YOR023C	YHR041C	YDR176W	p	p	1	nucleus
17012	YOR023C	YHR041C	YDR448W	p	p	1	nucleus
17013	YOR023C	YLR275W	YBR049C	tu	tu	1	nucleus
17014	YOR025W	YDR145W	YDR392W	tu	p	1	nucleus
17015	YOR025W	YDR167W	YDR392W	tu	p	1	nucleus
17016	YOR025W	YGL112C	YDR392W	tu	p	1	nucleus
17017	YOR025W	YGR002C	YBR049C	tu	tu	1	nucleus
17018	YOR025W	YMR048W	YBR049C	tu	tu	1	nucleus
17019	YOR025W	YMR190C	YBR049C	tu	tu	1	nucleus
17020	YOR025W	YMR223W	YDR392W	tu	p	1	nucleus
17021	YOR025W	YMR236W	YDR392W	tu	p	1	nucleus
17022	YOR026W	YBL084C	YGL116W	p	p	1	nucleus
17023	YOR026W	YDL028C	YGL086W	p	kd	2	chromosome; nucleus
17024	YOR026W	YDL028C	YGR188C	ku	kd	2	chromosome; nucleus
17025	YOR026W	YDL028C	YGR188C	ku	ku	2	chromosome; nucleus
17026	YOR026W	YDL028C	YGR188C	p	kd	2	chromosome; nucleus
17027	YOR026W	YDL028C	YGR188C	p	ku	2	chromosome; nucleus
17028	YOR026W	YDL028C	YJL013C	p	kd	1	nucleus
17029	YOR026W	YDL028C	YJL030W	p	kd	2	chromosome; nucleus
17030	YOR026W	YDR356W	YDL028C	ku	ku	1	nucleus
17031	YOR026W	YDR356W	YDL028C	ku	p	1	nucleus
17032	YOR026W	YER177W	YGR188C	ku	ku	1	nucleus
17033	YOR026W	YER177W	YGR188C	p	ku	1	nucleus
17034	YOR026W	YGL003C	YGL116W	p	p	1	nucleus
17035	YOR026W	YGL115W	YKL193C	p	p	1	nucleus
17036	YOR026W	YGR113W	YDL028C	ku	ku	2	chromosome; nucleus
17037	YOR026W	YGR113W	YDL028C	ku	p	2	chromosome; nucleus
17038	YOR026W	YHR166C	YGL116W	p	p	1	nucleus
17039	YOR026W	YJL187C	YJL030W	p	kd	1	nucleus
17040	YOR026W	YKL022C	YGL116W	p	p	1	nucleus
17041	YOR026W	YMR117C	YDL028C	ku	ku	2	chromosome; nucleus
17042	YOR026W	YMR117C	YDL028C	ku	p	2	chromosome; nucleus
17043	YOR027W	YBR101C	YAL005C	p	p	1	cytoplasm
17044	YOR027W	YBR101C	YGL073W	tu	tu	1	cytoplasm
17045	YOR027W	YDR168W	YMR186W	p	p	1	cytoplasm
17046	YOR027W	YDR168W	YPL240C	p	p	1	cytoplasm
17047	YOR027W	YGL073W	YAL005C	p	td	1	cytoplasm
17048	YOR027W	YGL073W	YLL024C	p	td	1	cytoplasm
17049	YOR027W	YGL073W	YLL026W	p	td	1	cytoplasm
17050	YOR027W	YGL073W	YLR216C	p	td	1	cytoplasm
17051	YOR027W	YGL073W	YPL240C	p	td	1	cytoplasm
17052	YOR027W	YJL194W	YGL073W	tu	p	1	cytoplasm
17053	YOR027W	YJR032W	YAL005C	p	p	1	cytoplasm
17054	YOR027W	YJR032W	YDR168W	p	p	1	cytoplasm
17055	YOR027W	YJR032W	YLL026W	p	p	1	cytoplasm
17056	YOR027W	YJR032W	YMR186W	p	p	1	cytoplasm
17057	YOR027W	YJR032W	YPL240C	p	p	1	cytoplasm
17058	YOR027W	YMR186W	YAL005C	p	p	1	cytoplasm
17059	YOR027W	YMR186W	YDR168W	p	p	1	cytoplasm
17060	YOR027W	YMR186W	YLL024C	p	p	1	cytoplasm
17061	YOR027W	YMR186W	YLR216C	p	p	1	cytoplasm
17062	YOR027W	YMR186W	YPL240C	p	p	1	cytoplasm
17063	YOR027W	YNL064C	YAL005C	p	p	1	cytoplasm
17064	YOR027W	YNL064C	YGL073W	tu	tu	1	cytoplasm
17065	YOR027W	YNL064C	YLL026W	p	p	1	cytoplasm
17066	YOR027W	YNL064C	YPL240C	p	p	1	cytoplasm
17067	YOR027W	YNR016C	YPL240C	p	p	1	cytoplasm
17068	YOR028C	YER125W	YDR510W	td	p	2	cytoplasm; nucleus
17069	YOR028C	YER125W	YHR179W	td	p	2	cytoplasm; nucleus
17070	YOR028C	YER125W	YHR183W	td	p	1	cytoplasm
17071	YOR028C	YER125W	YIR001C	td	p	1	cytoplasm
17072	YOR028C	YGR097W	YLR113W	ku	ku	2	cytoplasm; nucleus
17073	YOR028C	YJR017C	YDR510W	td	p	1	nucleus
17074	YOR028C	YJR017C	YGR180C	td	p	1	nucleus
17075	YOR033C	YJR066W	YER177W	p	kd	2	cytoplasm; nucleus
17076	YOR033C	YMR190C	YBR136W	ku	ku	1	nucleus
17077	YOR033C	YMR190C	YMR167W	p	p	1	nucleus
17078	YOR033C	YMR190C	YPL153C	ku	ku	1	nucleus
17079	YOR033C	YMR190C	YPL153C	ku	p	1	nucleus
17080	YOR035C	YBR109C	YAL029C	p	p	1	cytoplasm
17081	YOR035C	YBR109C	YKL129C	p	p	1	cytoplasm
17082	YOR035C	YBR109C	YMR109W	p	p	1	cytoplasm
17083	YOR035C	YBR109C	YOR326W	p	p	1	cytoplasm
17084	YOR035C	YDL029W	YKL129C	p	p	1	cytoplasm
17085	YOR035C	YDL029W	YMR109W	p	p	1	cytoplasm
17086	YOR035C	YFL039C	YAL029C	p	p	1	cytoplasm
17087	YOR035C	YFL039C	YMR109W	p	p	1	cytoplasm
17088	YOR035C	YFL039C	YOR326W	p	p	1	cytoplasm
17089	YOR035C	YHR114W	YMR109W	p	p	1	cytoplasm
17090	YOR035C	YIL062C	YMR109W	p	p	1	cytoplasm
17091	YOR035C	YIR006C	YKL129C	p	p	1	cytoplasm
17092	YOR035C	YIR006C	YMR109W	p	p	1	cytoplasm
17093	YOR035C	YJL095W	YKL129C	p	kd	1	cytoplasm
17094	YOR035C	YJL095W	YKL129C	p	p	1	cytoplasm
17095	YOR035C	YJL095W	YMR109W	p	kd	1	cytoplasm
17096	YOR035C	YJL095W	YMR109W	p	p	1	cytoplasm
17097	YOR035C	YLR370C	YMR109W	p	p	1	cytoplasm
17098	YOR035C	YMR109W	YBR109C	p	p	1	cytoplasm
17099	YOR035C	YMR109W	YKL129C	p	p	1	cytoplasm
17100	YOR035C	YNL068C	YAL029C	p	td	1	cytoplasm
17101	YOR035C	YNL079C	YBR109C	p	p	1	cytoplasm
17102	YOR035C	YNR035C	YBR109C	p	p	1	cytoplasm
17103	YOR036W	YDL140C	YLL039C	p	p	1	cytoplasm
17104	YOR036W	YGL137W	YBR080C	p	p	3	Golgi apparatus; cytoplasm; endomembrane system
17105	YOR036W	YGL137W	YDR100W	p	p	5	Golgi apparatus; cytoplasm; cytoplasmic vesicle; endomembrane system; membrane
17106	YOR036W	YGL137W	YLL039C	p	p	1	cytoplasm
17107	YOR036W	YGL219C	YLL039C	p	p	1	cytoplasm
17108	YOR036W	YHR206W	YMR017W	p	td	1	cytoplasm
17109	YOR036W	YJL095W	YGL161C	p	p	1	cytoplasm
17110	YOR036W	YKL196C	YBL050W	p	p	3	cytoplasm; membrane; vacuole
17111	YOR036W	YKL196C	YDR264C	p	p	4	Golgi apparatus; cytoplasm; endomembrane system; membrane
17112	YOR036W	YKL196C	YDR468C	p	p	5	Golgi apparatus; cytoplasm; cytoplasmic vesicle; endomembrane system; membrane
17113	YOR036W	YKL196C	YLR396C	p	p	5	cytoplasm; cytoplasmic vesicle; endomembrane system; membrane; vacuole
17114	YOR036W	YKL196C	YMR197C	p	p	5	Golgi apparatus; cytoplasm; endomembrane system; membrane; vacuole
17115	YOR036W	YLR026C	YBL050W	p	p	2	cytoplasm; membrane
17116	YOR036W	YLR026C	YDR468C	p	p	2	cytoplasm; membrane
17117	YOR036W	YLR026C	YKL196C	p	p	2	cytoplasm; membrane
17118	YOR036W	YLR026C	YMR197C	p	p	2	cytoplasm; membrane
17119	YOR036W	YML071C	YPL240C	p	p	1	cytoplasm
17120	YOR036W	YMR197C	YAL014C	p	p	2	cytoplasm; endomembrane system
17121	YOR036W	YMR197C	YBL050W	p	p	3	cytoplasm; membrane; vacuole
17122	YOR036W	YMR197C	YDR468C	p	p	4	Golgi apparatus; cytoplasm; endomembrane system; membrane
17123	YOR036W	YMR197C	YJR125C	p	p	3	cytoplasm; endomembrane system; membrane
17124	YOR036W	YMR197C	YKL196C	p	p	5	Golgi apparatus; cytoplasm; endomembrane system; membrane; vacuole
17125	YOR036W	YMR197C	YLR396C	p	p	4	cytoplasm; endomembrane system; membrane; vacuole
17126	YOR037W	YGR270W	YBR160W	ku	ku	1	cytoplasm
17127	YOR037W	YGR270W	YBR160W	ku	p	1	cytoplasm
17128	YOR037W	YGR270W	YBR160W	p	ku	1	cytoplasm
17129	YOR037W	YGR270W	YBR160W	p	p	1	cytoplasm
17130	YOR037W	YJR059W	YBR160W	ku	kd	1	cytoplasm
17131	YOR037W	YJR059W	YBR160W	ku	ku	1	cytoplasm
17132	YOR037W	YJR059W	YBR160W	ku	p	1	cytoplasm
17133	YOR037W	YJR059W	YBR160W	p	kd	1	cytoplasm
17134	YOR037W	YJR059W	YBR160W	p	ku	1	cytoplasm
17135	YOR037W	YJR059W	YBR160W	p	p	1	cytoplasm
17136	YOR037W	YLR410W	YBR160W	ku	ku	1	cytoplasm
17137	YOR037W	YLR410W	YBR160W	p	ku	1	cytoplasm
17138	YOR038C	YBR010W	YBL008W	p	p	1	nucleus
17139	YOR038C	YBR010W	YBL008W	p	tu	1	nucleus
17140	YOR038C	YBR010W	YBR009C	td	p	1	nucleus
17141	YOR038C	YBR010W	YDR224C	td	p	1	nucleus
17142	YOR038C	YBR010W	YDR225W	td	p	1	nucleus
17143	YOR038C	YBR010W	YJL115W	p	p	1	nucleus
17144	YOR038C	YBR010W	YJL176C	p	p	1	nucleus
17145	YOR038C	YBR010W	YNL030W	td	p	1	nucleus
17146	YOR038C	YBR010W	YNL031C	td	p	1	nucleus
17147	YOR038C	YBR010W	YNL206C	p	p	1	nucleus
17148	YOR038C	YBR010W	YOR290C	p	p	1	nucleus
17149	YOR038C	YBR111W-A	YBR010W	p	p	1	nucleus
17150	YOR038C	YBR111W-A	YBR010W	td	p	1	nucleus
17151	YOR038C	YBR111W-A	YDR224C	td	p	1	nucleus
17152	YOR038C	YBR195C	YBR009C	td	p	1	nucleus
17153	YOR038C	YBR195C	YBR010W	p	p	1	nucleus
17154	YOR038C	YBR195C	YBR010W	td	p	1	nucleus
17155	YOR038C	YBR195C	YNL031C	td	p	1	nucleus
17156	YOR038C	YBR195C	YNL206C	p	p	1	nucleus
17157	YOR038C	YDL139C	YNL030W	td	p	1	nucleus
17158	YOR038C	YDR148C	YDR103W	td	p	1	cytoplasm
17159	YOR038C	YLL039C	YDR103W	td	p	1	cytoplasm
17160	YOR038C	YLL039C	YPR119W	p	p	1	cytoplasm
17161	YOR038C	YML069W	YBR009C	td	p	1	nucleus
17162	YOR038C	YML069W	YBR010W	p	p	1	nucleus
17163	YOR038C	YML069W	YBR010W	td	p	1	nucleus
17164	YOR038C	YML069W	YNL030W	td	p	1	nucleus
17165	YOR038C	YML069W	YNL031C	td	p	1	nucleus
17166	YOR039W	YAL021C	YOR061W	ku	ku	1	nucleus
17167	YOR039W	YAL021C	YOR061W	p	ku	1	nucleus
17168	YOR039W	YBL002W	YGL207W	p	p	1	nucleus
17169	YOR039W	YBR011C	YKL112W	p	tu	1	nucleus
17170	YOR039W	YDR043C	YIL035C	ku	ku	1	nucleus
17171	YOR039W	YDR043C	YIL035C	ku	p	1	nucleus
17172	YOR039W	YDR043C	YIL035C	p	ku	1	nucleus
17173	YOR039W	YDR043C	YIL035C	p	p	1	nucleus
17174	YOR039W	YDR195W	YKL112W	p	tu	1	nucleus
17175	YOR039W	YDR361C	YKL112W	p	tu	1	nucleus
17176	YOR039W	YDR510W	YKL112W	p	p	1	nucleus
17177	YOR039W	YDR510W	YML069W	p	p	1	nucleus
17178	YOR039W	YDR510W	YNL030W	p	p	1	nucleus
17179	YOR039W	YDR510W	YNL088W	p	p	1	nucleus
17180	YOR039W	YGL112C	YER148W	p	p	1	nucleus
17181	YOR039W	YGR186W	YKL112W	p	tu	1	nucleus
17182	YOR039W	YGR270W	YGL207W	p	p	1	nucleus
17183	YOR039W	YGR270W	YIL035C	ku	ku	1	nucleus
17184	YOR039W	YGR270W	YIL035C	p	ku	1	nucleus
17185	YOR039W	YGR270W	YKL112W	p	tu	1	nucleus
17186	YOR039W	YGR270W	YML069W	p	p	1	nucleus
17187	YOR039W	YGR270W	YOR061W	ku	ku	1	nucleus
17188	YOR039W	YGR270W	YOR061W	p	ku	1	nucleus
17189	YOR039W	YGR274C	YER148W	p	p	1	nucleus
17190	YOR039W	YHR041C	YER148W	p	p	1	nucleus
17191	YOR039W	YJL081C	YNL030W	p	p	1	nucleus
17192	YOR039W	YJL115W	YER148W	p	p	1	nucleus
17193	YOR039W	YJL115W	YNL030W	p	p	1	nucleus
17194	YOR039W	YJL168C	YNL030W	p	p	1	nucleus
17195	YOR039W	YJR017C	YKL112W	p	tu	1	nucleus
17196	YOR039W	YLR293C	YKL112W	p	tu	1	nucleus
17197	YOR039W	YML015C	YER148W	p	p	1	nucleus
17198	YOR039W	YML098W	YER148W	p	p	1	nucleus
17199	YOR039W	YML102W	YNL030W	p	p	1	nucleus
17200	YOR039W	YMR005W	YER148W	p	p	1	nucleus
