oln_id_a	oln_id_b	oln_id_c	type_ac	type_bc	go_MF_count	go_MF_intersect_abc
783	YIL150C	YGL201C	YBL023C	p	p	1	DNA binding
784	YIL150C	YGL201C	YBR202W	p	p	1	DNA binding
785	YIL150C	YGL201C	YEL032W	p	p	1	DNA binding
786	YIL150C	YGL201C	YPR019W	p	p	1	DNA binding
787	YIR008C	YDL220C	YPL153C	ku	ku	1	DNA binding
788	YJL001W	YBR080C	YFR004W	p	p	1	hydrolase activity
789	YJL002C	YDL232W	YGL022W	p	p	2	transferase activity; transferase activity, transferring glycosyl groups
790	YJL002C	YDL232W	YMR149W	p	p	2	transferase activity; transferase activity, transferring glycosyl groups
791	YJL002C	YDL232W	YOR085W	p	p	2	transferase activity; transferase activity, transferring glycosyl groups
792	YJL002C	YGL022W	YBL105C	p	ku	1	transferase activity
793	YJL002C	YGL022W	YBL105C	p	p	1	transferase activity
794	YJL002C	YGL022W	YDL232W	p	p	2	transferase activity; transferase activity, transferring glycosyl groups
795	YJL002C	YGL022W	YMR149W	p	p	2	transferase activity; transferase activity, transferring glycosyl groups
796	YJL002C	YGL022W	YOR085W	p	p	2	transferase activity; transferase activity, transferring glycosyl groups
797	YJL010C	YDR449C	YOR310C	p	p	1	RNA binding
798	YJL011C	YDL150W	YDR045C	p	p	2	nucleotidyltransferase activity; transferase activity
799	YJL011C	YDL150W	YKL144C	p	p	2	nucleotidyltransferase activity; transferase activity
800	YJL011C	YDL150W	YNR003C	p	p	2	nucleotidyltransferase activity; transferase activity
801	YJL011C	YDL150W	YOR116C	p	p	2	nucleotidyltransferase activity; transferase activity
802	YJL011C	YDL150W	YOR207C	p	p	2	nucleotidyltransferase activity; transferase activity
803	YJL011C	YDR045C	YDL150W	p	p	2	nucleotidyltransferase activity; transferase activity
804	YJL011C	YDR045C	YNR003C	p	p	2	nucleotidyltransferase activity; transferase activity
805	YJL011C	YDR045C	YOR116C	p	p	2	nucleotidyltransferase activity; transferase activity
806	YJL011C	YDR045C	YOR207C	p	p	2	nucleotidyltransferase activity; transferase activity
807	YJL020C	YCR009C	YOR181W	p	p	1	cytoskeletal protein binding
808	YJL020C	YDR129C	YOR181W	p	p	1	cytoskeletal protein binding
809	YJL020C	YDR388W	YNL153C	p	p	1	cytoskeletal protein binding
810	YJL020C	YDR388W	YOR181W	p	p	1	cytoskeletal protein binding
811	YJL039C	YDR192C	YDL116W	p	p	1	structural molecule activity
812	YJL039C	YDR192C	YGR119C	p	p	1	structural molecule activity
813	YJL039C	YDR192C	YMR047C	p	p	1	structural molecule activity
814	YJL039C	YER105C	YDL116W	p	p	1	structural molecule activity
815	YJL039C	YER105C	YMR129W	p	p	1	structural molecule activity
816	YJL039C	YFR002W	YDL116W	p	p	1	structural molecule activity
817	YJL039C	YFR002W	YGR119C	p	p	1	structural molecule activity
818	YJL039C	YFR002W	YJL041W	p	p	1	structural molecule activity
819	YJL039C	YFR002W	YMR047C	p	p	1	structural molecule activity
820	YJL039C	YFR002W	YMR129W	p	p	1	structural molecule activity
821	YJL039C	YGL092W	YDL116W	p	p	1	structural molecule activity
822	YJL039C	YGL092W	YGR119C	p	p	1	structural molecule activity
823	YJL039C	YGL092W	YMR047C	p	p	1	structural molecule activity
824	YJL039C	YGL092W	YMR129W	p	p	1	structural molecule activity
825	YJL039C	YGL172W	YDL116W	p	p	1	structural molecule activity
826	YJL039C	YGL172W	YFR002W	p	p	1	structural molecule activity
827	YJL039C	YGL172W	YGR119C	p	p	1	structural molecule activity
828	YJL039C	YGL172W	YJL041W	p	p	1	structural molecule activity
829	YJL039C	YGL172W	YMR047C	p	p	1	structural molecule activity
830	YJL039C	YGL172W	YMR129W	p	p	1	structural molecule activity
831	YJL041W	YBL079W	YDL116W	p	p	1	structural molecule activity
832	YJL041W	YBL079W	YJL061W	p	p	1	structural molecule activity
833	YJL041W	YBL079W	YMR047C	p	p	1	structural molecule activity
834	YJL041W	YBL079W	YOR098C	p	p	1	structural molecule activity
835	YJL041W	YDR192C	YDL116W	p	p	1	structural molecule activity
836	YJL041W	YDR192C	YGR119C	p	p	1	structural molecule activity
837	YJL041W	YDR192C	YKR082W	p	p	1	structural molecule activity
838	YJL041W	YDR192C	YMR047C	p	p	1	structural molecule activity
839	YJL041W	YGL092W	YDL116W	p	p	1	structural molecule activity
840	YJL041W	YGL092W	YGL172W	p	p	1	structural molecule activity
841	YJL041W	YGL092W	YGR119C	p	p	1	structural molecule activity
842	YJL041W	YGL092W	YKR082W	p	p	1	structural molecule activity
843	YJL041W	YGL092W	YMR047C	p	p	1	structural molecule activity
844	YJL061W	YAR002W	YMR047C	p	p	1	structural molecule activity
845	YJL061W	YBL079W	YDL116W	p	p	1	structural molecule activity
846	YJL061W	YBL079W	YKL068W	p	p	1	structural molecule activity
847	YJL061W	YBL079W	YMR047C	p	p	1	structural molecule activity
848	YJL061W	YBL079W	YMR129W	p	p	1	structural molecule activity
849	YJL061W	YBL079W	YOR098C	p	p	1	structural molecule activity
850	YJL061W	YDR192C	YDL116W	p	p	1	structural molecule activity
851	YJL061W	YDR192C	YKL057C	p	p	1	structural molecule activity
852	YJL061W	YDR192C	YKL068W	p	p	1	structural molecule activity
853	YJL061W	YDR192C	YKR082W	p	p	1	structural molecule activity
854	YJL061W	YDR192C	YMR047C	p	p	1	structural molecule activity
855	YJL062W	YBR023C	YBL105C	ku	ku	1	transferase activity
856	YJL062W	YHR030C	YBL105C	ku	kd	1	transferase activity
857	YJL062W	YHR030C	YBL105C	ku	ku	1	transferase activity
858	YJL076W	YDR052C	YMR001C	ku	ku	1	DNA binding
859	YJL076W	YDR052C	YMR001C	ku	p	1	DNA binding
860	YJL076W	YDR052C	YPL153C	ku	ku	1	DNA binding
861	YJL076W	YDR052C	YPL153C	ku	p	1	DNA binding
862	YJL081C	YDR167W	YOL012C	p	p	1	chromatin binding
863	YJL081C	YER125W	YFL039C	p	p	1	transferase activity
864	YJL081C	YER148W	YOL012C	p	p	1	chromatin binding
865	YJL092W	YGL163C	YER095W	p	p	1	hydrolase activity
866	YJL095W	YBL105C	YBR023C	kd	kd	1	transferase activity
867	YJL095W	YBL105C	YHR030C	kd	kd	2	kinase activity; transferase activity
868	YJL095W	YBL105C	YHR030C	kd	ku	2	kinase activity; transferase activity
869	YJL095W	YBL105C	YHR030C	ku	kd	2	kinase activity; transferase activity
870	YJL095W	YBL105C	YHR030C	ku	ku	2	kinase activity; transferase activity
871	YJL095W	YBL105C	YHR030C	p	kd	2	kinase activity; transferase activity
872	YJL095W	YBL105C	YHR030C	p	ku	2	kinase activity; transferase activity
873	YJL095W	YBL105C	YLR305C	kd	kd	2	kinase activity; transferase activity
874	YJL095W	YBL105C	YOR231W	kd	kd	2	kinase activity; transferase activity
875	YJL095W	YBL105C	YOR231W	kd	ku	2	kinase activity; transferase activity
876	YJL095W	YBL105C	YOR231W	ku	kd	2	kinase activity; transferase activity
877	YJL095W	YBL105C	YOR231W	ku	ku	2	kinase activity; transferase activity
878	YJL095W	YBL105C	YOR231W	p	kd	2	kinase activity; transferase activity
879	YJL095W	YBL105C	YOR231W	p	ku	2	kinase activity; transferase activity
880	YJL095W	YBR023C	YBL105C	kd	ku	1	transferase activity
881	YJL095W	YBR023C	YBL105C	ku	ku	1	transferase activity
882	YJL095W	YBR023C	YBL105C	p	ku	1	transferase activity
883	YJL095W	YBR023C	YHR030C	kd	ku	1	transferase activity
884	YJL095W	YBR023C	YHR030C	ku	ku	1	transferase activity
885	YJL095W	YBR023C	YHR030C	p	ku	1	transferase activity
886	YJL095W	YBR136W	YHR030C	kd	kd	2	kinase activity; transferase activity
887	YJL095W	YBR136W	YHR030C	ku	kd	2	kinase activity; transferase activity
888	YJL095W	YBR136W	YHR030C	p	kd	2	kinase activity; transferase activity
889	YJL095W	YGL022W	YBL105C	kd	ku	1	transferase activity
890	YJL095W	YGL022W	YBL105C	kd	p	1	transferase activity
891	YJL095W	YGL022W	YBL105C	ku	ku	1	transferase activity
892	YJL095W	YGL022W	YBL105C	ku	p	1	transferase activity
893	YJL095W	YGL022W	YBL105C	p	ku	1	transferase activity
894	YJL095W	YGL022W	YBL105C	p	p	1	transferase activity
895	YJL124C	YDR381W	YGL173C	p	p	1	RNA binding
896	YJL124C	YER112W	YBL026W	p	p	1	RNA binding
897	YJL124C	YER112W	YCR077C	p	p	1	RNA binding
898	YJL124C	YER112W	YDL160C	p	p	1	RNA binding
899	YJL124C	YER112W	YDR378C	p	p	1	RNA binding
900	YJL124C	YER112W	YER146W	p	p	1	RNA binding
901	YJL124C	YER112W	YGL173C	p	p	1	RNA binding
902	YJL124C	YER112W	YLR438C-A	p	p	1	RNA binding
903	YJL124C	YER112W	YNL118C	p	p	1	RNA binding
904	YJL124C	YER112W	YNL147W	p	p	1	RNA binding
905	YJL124C	YER112W	YOL149W	p	p	1	RNA binding
906	YJL124C	YGL014W	YDL160C	p	p	2	RNA binding; mRNA binding
907	YJL124C	YHR121W	YDL160C	p	p	1	RNA binding
908	YJL128C	YDL140C	YLR113W	kd	ku	1	transferase activity
909	YJL128C	YDL140C	YLR113W	kd	p	1	transferase activity
910	YJL128C	YDL140C	YLR113W	ku	ku	1	transferase activity
911	YJL128C	YDL140C	YLR113W	ku	p	1	transferase activity
912	YJL128C	YDL140C	YLR113W	p	ku	1	transferase activity
913	YJL128C	YDL140C	YLR113W	p	p	1	transferase activity
914	YJL128C	YDR228C	YER118C	kd	p	1	enzyme binding
915	YJL128C	YDR228C	YER118C	p	p	1	enzyme binding
916	YJL148W	YBR154C	YJR063W	p	p	2	nucleotidyltransferase activity; transferase activity
917	YJL148W	YBR154C	YOR340C	p	p	2	nucleotidyltransferase activity; transferase activity
918	YJL148W	YBR154C	YOR341W	p	p	2	nucleotidyltransferase activity; transferase activity
919	YJL148W	YDR156W	YJR063W	p	p	2	nucleotidyltransferase activity; transferase activity
920	YJL148W	YDR156W	YOR340C	p	p	2	nucleotidyltransferase activity; transferase activity
921	YJL148W	YDR156W	YOR341W	p	p	2	nucleotidyltransferase activity; transferase activity
922	YJL168C	YIL021W	YBR154C	p	p	1	transferase activity
923	YJL168C	YIL021W	YDL140C	p	p	1	transferase activity
924	YJL168C	YIL021W	YDR404C	p	p	1	transferase activity
925	YJL168C	YIL021W	YGL070C	p	p	1	transferase activity
926	YJL168C	YIL021W	YHR143W-A	p	p	1	transferase activity
927	YJL168C	YIL021W	YJL140W	p	p	1	transferase activity
928	YJL168C	YIL021W	YOL005C	p	p	1	transferase activity
929	YJL168C	YIL021W	YOR151C	p	p	1	transferase activity
930	YJL168C	YIL021W	YOR224C	p	p	1	transferase activity
931	YJL168C	YIL021W	YPR093C	p	p	1	transferase activity
932	YJL183W	YBL105C	YJR075W	p	kd	1	transferase activity
933	YJL194W	YAR007C	YBL023C	p	p	1	DNA binding
934	YJL194W	YAR007C	YDL056W	tu	tu	1	DNA binding
935	YJL194W	YBR060C	YLL004W	p	p	2	DNA binding; chromatin binding
936	YJL194W	YBR060C	YML065W	p	p	2	DNA binding; chromatin binding
937	YJL194W	YBR060C	YNL182C	p	p	1	chromatin binding
938	YJL194W	YBR060C	YNL261W	p	p	1	DNA binding
939	YJL194W	YBR060C	YPR162C	p	p	1	DNA binding
940	YJL194W	YDR052C	YBL023C	p	p	1	DNA binding
941	YJL194W	YDR052C	YBR060C	p	p	1	DNA binding
942	YJL194W	YDR052C	YLL004W	p	p	1	DNA binding
943	YJL194W	YDR052C	YNL261W	p	p	1	DNA binding
944	YJL194W	YDR146C	YMR043W	tu	tu	1	DNA binding
945	YJL194W	YDR225W	YER111C	tu	tu	1	DNA binding
946	YJL194W	YDR225W	YML065W	p	p	1	DNA binding
947	YJL194W	YHR118C	YBR060C	p	p	1	DNA binding
948	YJL194W	YHR118C	YLL004W	p	p	1	DNA binding
949	YJL194W	YHR118C	YML065W	p	p	1	DNA binding
950	YJL194W	YHR118C	YNL261W	p	p	1	DNA binding
951	YJL194W	YHR118C	YPR162C	p	p	1	DNA binding
952	YJL203W	YDL030W	YDL043C	p	p	1	RNA binding
953	YJR006W	YDL102W	YJR043C	p	p	4	hydrolase activity; nuclease activity; nucleotidyltransferase activity; transferase activity
954	YJR007W	YBR079C	YER025W	p	p	2	RNA binding; translation factor activity, RNA binding
955	YJR007W	YBR079C	YPL237W	p	p	2	RNA binding; translation factor activity, RNA binding
956	YJR007W	YBR079C	YPR041W	p	p	2	RNA binding; translation factor activity, RNA binding
957	YJR007W	YER025W	YBR079C	p	p	2	RNA binding; translation factor activity, RNA binding
958	YJR007W	YER025W	YDR211W	p	p	2	RNA binding; translation factor activity, RNA binding
959	YJR007W	YER025W	YGR083C	p	p	2	RNA binding; translation factor activity, RNA binding
960	YJR007W	YER025W	YLR291C	p	p	2	RNA binding; translation factor activity, RNA binding
961	YJR007W	YER025W	YOR260W	p	p	2	RNA binding; translation factor activity, RNA binding
962	YJR007W	YER025W	YPL237W	p	p	2	RNA binding; translation factor activity, RNA binding
963	YJR007W	YER025W	YPR041W	p	p	2	RNA binding; translation factor activity, RNA binding
964	YJR007W	YGR083C	YDR211W	p	p	2	RNA binding; translation factor activity, RNA binding
965	YJR007W	YGR083C	YER025W	p	p	2	RNA binding; translation factor activity, RNA binding
966	YJR007W	YGR083C	YKR026C	p	p	2	RNA binding; translation factor activity, RNA binding
967	YJR007W	YGR083C	YLR291C	p	p	2	RNA binding; translation factor activity, RNA binding
968	YJR007W	YGR083C	YOR260W	p	p	2	RNA binding; translation factor activity, RNA binding
969	YJR007W	YGR083C	YPL237W	p	p	2	RNA binding; translation factor activity, RNA binding
970	YJR022W	YBL026W	YCR077C	p	p	1	RNA binding
971	YJR022W	YBL026W	YDR378C	p	p	1	RNA binding
972	YJR022W	YBL026W	YER112W	p	p	1	RNA binding
973	YJR022W	YBL026W	YER146W	p	p	1	RNA binding
974	YJR022W	YBL026W	YGL173C	p	p	1	RNA binding
975	YJR022W	YBL026W	YHR165C	p	p	1	RNA binding
976	YJR022W	YBL026W	YLR438C-A	p	p	1	RNA binding
977	YJR022W	YBL026W	YMR268C	p	p	1	RNA binding
978	YJR022W	YBL026W	YNL147W	p	p	1	RNA binding
979	YJR022W	YDR378C	YBL026W	p	p	1	RNA binding
980	YJR022W	YDR378C	YCR077C	p	p	1	RNA binding
981	YJR022W	YDR378C	YER112W	p	p	1	RNA binding
982	YJR022W	YDR378C	YER146W	p	p	1	RNA binding
983	YJR022W	YDR378C	YGL173C	p	p	1	RNA binding
984	YJR022W	YDR378C	YHR165C	p	p	1	RNA binding
985	YJR022W	YDR378C	YLR147C	p	p	1	RNA binding
986	YJR022W	YDR378C	YLR438C-A	p	p	1	RNA binding
987	YJR022W	YDR378C	YMR268C	p	p	1	RNA binding
988	YJR022W	YDR378C	YNL147W	p	p	1	RNA binding
989	YJR022W	YGL173C	YBL026W	p	p	1	RNA binding
990	YJR022W	YGL173C	YCR077C	p	p	1	RNA binding
991	YJR022W	YGL173C	YDR378C	p	p	1	RNA binding
992	YJR022W	YGL173C	YEL015W	p	p	1	RNA binding
993	YJR022W	YGL173C	YER112W	p	p	1	RNA binding
994	YJR022W	YGL173C	YER146W	p	p	1	RNA binding
995	YJR022W	YGL173C	YLR438C-A	p	p	1	RNA binding
996	YJR022W	YGL173C	YNL118C	p	p	1	RNA binding
997	YJR022W	YGL173C	YNL147W	p	p	1	RNA binding
998	YJR022W	YGR074W	YHR165C	p	p	1	RNA binding
999	YJR022W	YGR074W	YLR147C	p	p	1	RNA binding
1000	YJR042W	YBL079W	YDL116W	p	p	1	structural molecule activity
1001	YJR042W	YBL079W	YGL092W	p	p	1	structural molecule activity
1002	YJR042W	YBL079W	YKL068W	p	p	1	structural molecule activity
1003	YJR042W	YBL079W	YMR047C	p	p	1	structural molecule activity
1004	YJR042W	YDL116W	YDR192C	p	p	1	structural molecule activity
1005	YJR042W	YDL116W	YER105C	p	p	1	structural molecule activity
1006	YJR042W	YDL116W	YGL092W	p	p	1	structural molecule activity
1007	YJR042W	YDL116W	YGL100W	p	p	1	structural molecule activity
1008	YJR042W	YDL116W	YGL172W	p	p	1	structural molecule activity
1009	YJR042W	YDL116W	YGR119C	p	p	1	structural molecule activity
1010	YJR042W	YDL116W	YKL057C	p	p	1	structural molecule activity
1011	YJR042W	YDL116W	YKL068W	p	p	1	structural molecule activity
1012	YJR042W	YDL116W	YKR082W	p	p	1	structural molecule activity
1013	YJR042W	YDL116W	YLR208W	p	p	1	structural molecule activity
1014	YJR042W	YDL116W	YMR047C	p	p	1	structural molecule activity
1015	YJR042W	YDR192C	YDL116W	p	p	1	structural molecule activity
1016	YJR042W	YDR192C	YGL092W	p	p	1	structural molecule activity
1017	YJR042W	YDR192C	YGR119C	p	p	1	structural molecule activity
1018	YJR042W	YDR192C	YKL057C	p	p	1	structural molecule activity
1019	YJR042W	YDR192C	YKL068W	p	p	1	structural molecule activity
1020	YJR042W	YDR192C	YKR082W	p	p	1	structural molecule activity
1021	YJR042W	YDR192C	YMR047C	p	p	1	structural molecule activity
1022	YJR042W	YER105C	YDL116W	p	p	1	structural molecule activity
1023	YJR042W	YER105C	YGL092W	p	p	1	structural molecule activity
1024	YJR042W	YER105C	YGL100W	p	p	1	structural molecule activity
1025	YJR042W	YER105C	YKL057C	p	p	1	structural molecule activity
1026	YJR042W	YER105C	YKR082W	p	p	1	structural molecule activity
1027	YJR042W	YER105C	YLR208W	p	p	1	structural molecule activity
1028	YJR042W	YFR002W	YDL116W	p	p	1	structural molecule activity
1029	YJR042W	YFR002W	YGL172W	p	p	1	structural molecule activity
1030	YJR042W	YFR002W	YGR119C	p	p	1	structural molecule activity
1031	YJR042W	YFR002W	YKL068W	p	p	1	structural molecule activity
1032	YJR042W	YFR002W	YMR047C	p	p	1	structural molecule activity
1033	YJR042W	YGL092W	YDL116W	p	p	1	structural molecule activity
1034	YJR042W	YGL092W	YDR192C	p	p	1	structural molecule activity
1035	YJR042W	YGL092W	YER105C	p	p	1	structural molecule activity
1036	YJR042W	YGL092W	YGL100W	p	p	1	structural molecule activity
1037	YJR042W	YGL092W	YGL172W	p	p	1	structural molecule activity
1038	YJR042W	YGL092W	YGR119C	p	p	1	structural molecule activity
1039	YJR042W	YGL092W	YKL057C	p	p	1	structural molecule activity
1040	YJR042W	YGL092W	YKL068W	p	p	1	structural molecule activity
1041	YJR042W	YGL092W	YKR082W	p	p	1	structural molecule activity
1042	YJR042W	YGL092W	YLR208W	p	p	1	structural molecule activity
1043	YJR042W	YGL092W	YMR047C	p	p	1	structural molecule activity
1044	YJR042W	YGL100W	YDL116W	p	p	1	structural molecule activity
1045	YJR042W	YGL100W	YER105C	p	p	1	structural molecule activity
1046	YJR042W	YGL100W	YGL092W	p	p	1	structural molecule activity
1047	YJR042W	YGL100W	YKL057C	p	p	1	structural molecule activity
1048	YJR042W	YGL100W	YKR082W	p	p	1	structural molecule activity
1049	YJR042W	YGL100W	YLR208W	p	p	1	structural molecule activity
1050	YJR042W	YGL100W	YMR047C	p	p	1	structural molecule activity
1051	YJR042W	YGL172W	YDL116W	p	p	1	structural molecule activity
1052	YJR042W	YGL172W	YGL092W	p	p	1	structural molecule activity
1053	YJR042W	YGL172W	YGR119C	p	p	1	structural molecule activity
1054	YJR042W	YGL172W	YKL057C	p	p	1	structural molecule activity
1055	YJR042W	YGL172W	YKR082W	p	p	1	structural molecule activity
1056	YJR042W	YGL172W	YMR047C	p	p	1	structural molecule activity
1057	YJR042W	YGR119C	YDL116W	p	p	1	structural molecule activity
1058	YJR042W	YGR119C	YDR192C	p	p	1	structural molecule activity
1059	YJR042W	YGR119C	YGL092W	p	p	1	structural molecule activity
1060	YJR042W	YGR119C	YGL172W	p	p	1	structural molecule activity
1061	YJR042W	YGR119C	YKL057C	p	p	1	structural molecule activity
1062	YJR042W	YGR119C	YKL068W	p	p	1	structural molecule activity
1063	YJR042W	YGR119C	YKR082W	p	p	1	structural molecule activity
1064	YJR042W	YGR119C	YMR047C	p	p	1	structural molecule activity
1065	YJR043C	YDL102W	YJR006W	p	p	4	hydrolase activity; nuclease activity; nucleotidyltransferase activity; transferase activity
1066	YJR043C	YER095W	YJL092W	p	p	1	hydrolase activity
1067	YJR043C	YIR008C	YNL102W	p	p	2	nucleotidyltransferase activity; transferase activity
1068	YJR050W	YAL032C	YDR416W	p	p	1	other
1069	YJR050W	YAL032C	YMR213W	p	p	1	other
1070	YJR050W	YBR188C	YDR416W	p	p	1	other
1071	YJR050W	YBR188C	YMR213W	p	p	1	other
1072	YJR050W	YDR364C	YMR213W	p	p	1	other
1073	YJR050W	YGR129W	YDR416W	p	p	1	other
1074	YJR050W	YGR129W	YMR213W	p	p	1	other
1075	YJR053W	YGL190C	YMR001C	ku	ku	1	enzyme regulator activity
1076	YJR053W	YGL190C	YMR001C	p	ku	1	enzyme regulator activity
1077	YJR057W	YDL101C	YPL153C	ku	kd	2	kinase activity; transferase activity
1078	YJR057W	YDL101C	YPL153C	ku	ku	2	kinase activity; transferase activity
1079	YJR057W	YDL101C	YPL153C	ku	p	2	kinase activity; transferase activity
1080	YJR059W	YDL025C	YBR160W	kd	ku	2	kinase activity; transferase activity
1081	YJR059W	YDL025C	YBR160W	kd	p	2	kinase activity; transferase activity
1082	YJR059W	YDL025C	YBR160W	ku	ku	2	kinase activity; transferase activity
1083	YJR059W	YDL025C	YBR160W	ku	p	2	kinase activity; transferase activity
1084	YJR059W	YDL025C	YBR160W	p	ku	2	kinase activity; transferase activity
1085	YJR059W	YDL025C	YBR160W	p	p	2	kinase activity; transferase activity
1086	YJR060W	YGR002C	YBR049C	td	tu	1	DNA binding
1087	YJR064W	YDR212W	YJL008C	p	p	1	unfolded protein binding
1088	YJR064W	YDR212W	YJL014W	p	p	1	unfolded protein binding
1089	YJR075W	YBR023C	YBL105C	ku	ku	1	transferase activity
1090	YJR075W	YJL095W	YBL105C	ku	kd	1	transferase activity
1091	YJR075W	YJL095W	YBL105C	ku	ku	1	transferase activity
1092	YJR075W	YJL095W	YBL105C	ku	p	1	transferase activity
1093	YJR075W	YJL183W	YDR245W	p	p	2	transferase activity; transferase activity, transferring glycosyl groups
1094	YJR075W	YJL183W	YEL036C	p	p	2	transferase activity; transferase activity, transferring glycosyl groups
1095	YJR075W	YJL183W	YPL050C	p	p	2	transferase activity; transferase activity, transferring glycosyl groups
1096	YJR093C	YAL043C	YDR195W	p	p	1	RNA binding
1097	YJR093C	YAL043C	YDR301W	p	p	1	RNA binding
1098	YJR093C	YAL043C	YGR156W	p	p	1	RNA binding
1099	YJR093C	YAL043C	YKL059C	p	p	1	RNA binding
1100	YJR093C	YAL043C	YLR115W	p	p	1	RNA binding
1101	YJR093C	YAL043C	YLR277C	p	p	1	RNA binding
1102	YJR093C	YAL043C	YMR061W	p	p	1	RNA binding
1103	YJR093C	YAL043C	YNL317W	p	p	1	RNA binding
1104	YJR093C	YAL043C	YPR107C	p	p	1	RNA binding
1105	YJR093C	YDR228C	YAL043C	p	p	1	RNA binding
1106	YJR093C	YDR228C	YDR301W	p	p	1	RNA binding
1107	YJR093C	YDR228C	YLR115W	p	p	1	RNA binding
1108	YJR093C	YDR228C	YLR277C	p	p	1	RNA binding
1109	YJR093C	YDR228C	YMR061W	p	p	1	RNA binding
1110	YJR093C	YER165W	YMR061W	p	p	1	RNA binding
1111	YJR093C	YGL044C	YDR301W	p	p	1	RNA binding
1112	YJR093C	YGL044C	YMR061W	p	p	1	RNA binding
1113	YJR125C	YDR153C	YHR108W	p	p	2	ion binding; lipid binding
1114	YJR140C	YBR009C	YBL008W	p	p	1	DNA binding
1115	YJR140C	YBR009C	YBL008W	p	tu	1	DNA binding
1116	YJR140C	YBR009C	YDR225W	td	p	1	DNA binding
1117	YJR140C	YBR009C	YOR038C	p	tu	1	DNA binding
1118	YJR140C	YBR010W	YBL008W	p	p	1	DNA binding
1119	YJR140C	YBR010W	YBL008W	p	tu	1	DNA binding
1120	YJR140C	YBR010W	YDR225W	td	p	1	DNA binding
1121	YJR140C	YBR010W	YOR038C	p	p	1	DNA binding
1122	YJR140C	YBR010W	YOR038C	p	tu	1	DNA binding
1123	YKL009W	YGL120C	YMR049C	p	p	1	RNA binding
1124	YKL009W	YGR103W	YER006W	p	p	1	RNA binding
1125	YKL009W	YGR103W	YHR066W	p	p	1	RNA binding
1126	YKL009W	YGR103W	YKR081C	p	p	1	RNA binding
1127	YKL009W	YGR103W	YMR049C	p	p	1	RNA binding
1128	YKL009W	YGR103W	YMR290C	p	p	1	RNA binding
1129	YKL009W	YGR103W	YNL002C	p	p	1	RNA binding
1130	YKL009W	YGR103W	YNL110C	p	p	1	RNA binding
1131	YKL009W	YGR103W	YOL077C	p	p	1	RNA binding
1132	YKL012W	YBR119W	YDR432W	p	p	1	RNA binding
1133	YKL012W	YBR119W	YGR013W	p	p	1	RNA binding
1134	YKL012W	YBR119W	YHR086W	p	p	1	RNA binding
1135	YKL012W	YBR119W	YIL061C	p	p	1	RNA binding
1136	YKL012W	YBR119W	YLR116W	p	p	1	RNA binding
1137	YKL012W	YDR378C	YHR165C	p	p	1	RNA binding
1138	YKL012W	YGL120C	YHR165C	p	p	1	RNA binding
1139	YKL012W	YGR074W	YGR013W	p	p	1	RNA binding
1140	YKL012W	YGR074W	YHR086W	p	p	1	RNA binding
1141	YKL012W	YGR074W	YHR165C	p	p	1	RNA binding
1142	YKL012W	YHR086W	YDL087C	p	p	1	RNA binding
1143	YKL012W	YHR086W	YDR432W	p	p	1	RNA binding
1144	YKL012W	YHR086W	YGR013W	p	p	1	RNA binding
1145	YKL012W	YHR086W	YIL061C	p	p	1	RNA binding
1146	YKL045W	YBL035C	YIR008C	p	p	2	nucleotidyltransferase activity; transferase activity
1147	YKL045W	YBL035C	YNL102W	p	p	2	nucleotidyltransferase activity; transferase activity
1148	YKL045W	YBR202W	YIL150C	p	p	1	DNA binding
1149	YKL045W	YBR275C	YNL216W	tu	p	1	DNA binding
1150	YKL045W	YER095W	YDL056W	tu	tu	1	DNA binding
1151	YKL045W	YJL089W	YNL216W	tu	tu	1	DNA binding
1152	YKL048C	YFL029C	YBR160W	kd	kd	2	kinase activity; transferase activity
1153	YKL048C	YFL029C	YBR160W	kd	ku	2	kinase activity; transferase activity
1154	YKL048C	YFL029C	YBR160W	kd	p	2	kinase activity; transferase activity
1155	YKL048C	YFL029C	YBR160W	ku	kd	2	kinase activity; transferase activity
1156	YKL048C	YFL029C	YBR160W	ku	ku	2	kinase activity; transferase activity
1157	YKL048C	YFL029C	YBR160W	ku	p	2	kinase activity; transferase activity
1158	YKL048C	YFL029C	YBR160W	p	kd	2	kinase activity; transferase activity
1159	YKL048C	YFL029C	YBR160W	p	ku	2	kinase activity; transferase activity
1160	YKL048C	YFL029C	YBR160W	p	p	2	kinase activity; transferase activity
1161	YKL048C	YHR205W	YDR477W	kd	p	2	kinase activity; transferase activity
1162	YKL048C	YHR205W	YDR477W	ku	p	2	kinase activity; transferase activity
1163	YKL048C	YJL128C	YDR477W	kd	ku	2	kinase activity; transferase activity
1164	YKL048C	YJL128C	YDR477W	ku	ku	2	kinase activity; transferase activity
1165	YKL049C	YJR060W	YKL089W	p	p	1	DNA binding
1166	YKL057C	YJL039C	YDL116W	p	p	1	structural molecule activity
1167	YKL057C	YJL039C	YGR119C	p	p	1	structural molecule activity
1168	YKL057C	YJL039C	YJL061W	p	p	1	structural molecule activity
1169	YKL057C	YJL039C	YMR047C	p	p	1	structural molecule activity
1170	YKL059C	YDR228C	YAL043C	p	p	1	RNA binding
1171	YKL059C	YDR228C	YDR301W	p	p	1	RNA binding
1172	YKL059C	YDR228C	YLR115W	p	p	1	RNA binding
1173	YKL059C	YDR228C	YLR277C	p	p	1	RNA binding
