oln_id_a	oln_id_b	oln_id_c	type_ac	type_bc	go_MF_count	go_MF_intersect_abc
2246	YMR227C	YGR274C	YMR005W	p	p	1	nucleic acid binding transcription factor activity
2247	YMR227C	YGR274C	YMR236W	p	p	1	nucleic acid binding transcription factor activity
2248	YMR227C	YGR274C	YPL011C	p	p	1	nucleic acid binding transcription factor activity
2249	YMR227C	YGR274C	YPL129W	p	p	1	nucleic acid binding transcription factor activity
2250	YMR227C	YML015C	YBR198C	p	p	1	nucleic acid binding transcription factor activity
2251	YMR227C	YML015C	YCR042C	p	p	1	nucleic acid binding transcription factor activity
2252	YMR227C	YML015C	YDR145W	p	p	1	nucleic acid binding transcription factor activity
2253	YMR227C	YML015C	YDR167W	p	p	1	nucleic acid binding transcription factor activity
2254	YMR227C	YML015C	YER148W	p	p	1	nucleic acid binding transcription factor activity
2255	YMR227C	YML015C	YGL112C	p	p	1	nucleic acid binding transcription factor activity
2256	YMR227C	YML015C	YGR274C	p	p	1	nucleic acid binding transcription factor activity
2257	YMR227C	YML015C	YML098W	p	p	1	nucleic acid binding transcription factor activity
2258	YMR227C	YML015C	YML114C	p	p	1	nucleic acid binding transcription factor activity
2259	YMR227C	YML015C	YMR005W	p	p	1	nucleic acid binding transcription factor activity
2260	YMR227C	YML015C	YMR236W	p	p	1	nucleic acid binding transcription factor activity
2261	YMR227C	YML015C	YPL011C	p	p	1	nucleic acid binding transcription factor activity
2262	YMR227C	YML015C	YPL129W	p	p	1	nucleic acid binding transcription factor activity
2263	YMR227C	YML114C	YBR198C	p	p	1	nucleic acid binding transcription factor activity
2264	YMR227C	YML114C	YCR042C	p	p	1	nucleic acid binding transcription factor activity
2265	YMR227C	YML114C	YDR145W	p	p	1	nucleic acid binding transcription factor activity
2266	YMR227C	YML114C	YDR167W	p	p	1	nucleic acid binding transcription factor activity
2267	YMR227C	YML114C	YER148W	p	p	1	nucleic acid binding transcription factor activity
2268	YMR227C	YML114C	YGL112C	p	p	1	nucleic acid binding transcription factor activity
2269	YMR227C	YML114C	YGR274C	p	p	1	nucleic acid binding transcription factor activity
2270	YMR227C	YML114C	YML015C	p	p	1	nucleic acid binding transcription factor activity
2271	YMR227C	YML114C	YML098W	p	p	1	nucleic acid binding transcription factor activity
2272	YMR227C	YML114C	YMR005W	p	p	1	nucleic acid binding transcription factor activity
2273	YMR227C	YML114C	YMR236W	p	p	1	nucleic acid binding transcription factor activity
2274	YMR227C	YML114C	YPL011C	p	p	1	nucleic acid binding transcription factor activity
2275	YMR227C	YML114C	YPL129W	p	p	1	nucleic acid binding transcription factor activity
2276	YMR229C	YBR247C	YPL012W	p	p	1	RNA binding
2277	YMR229C	YBR247C	YPL217C	p	p	1	RNA binding
2278	YMR229C	YCR057C	YMR290C	p	p	1	RNA binding
2279	YMR229C	YCR057C	YOR078W	p	p	1	RNA binding
2280	YMR229C	YCR057C	YOR310C	p	p	2	RNA binding; mRNA binding
2281	YMR229C	YCR057C	YPL126W	p	p	2	RNA binding; mRNA binding
2282	YMR229C	YCR057C	YPL217C	p	p	2	RNA binding; mRNA binding
2283	YMR229C	YDL208W	YGL120C	p	p	1	RNA binding
2284	YMR229C	YDL208W	YHR089C	p	p	1	RNA binding
2285	YMR229C	YDL208W	YLR175W	p	p	1	RNA binding
2286	YMR229C	YDL213C	YPL217C	p	p	1	RNA binding
2287	YMR229C	YDR449C	YOR310C	p	p	1	RNA binding
2288	YMR229C	YDR449C	YPL217C	p	p	1	RNA binding
2289	YMR229C	YGR128C	YJL109C	p	p	1	RNA binding
2290	YMR229C	YGR128C	YOR078W	p	p	1	RNA binding
2291	YMR229C	YGR128C	YOR310C	p	p	1	RNA binding
2292	YMR229C	YGR128C	YPL126W	p	p	1	RNA binding
2293	YMR229C	YGR128C	YPL217C	p	p	1	RNA binding
2294	YMR229C	YHR148W	YOR078W	p	p	1	RNA binding
2295	YMR229C	YHR148W	YOR310C	p	p	1	RNA binding
2296	YMR229C	YKL172W	YGR103W	p	p	2	RNA binding; mRNA binding
2297	YMR229C	YKL172W	YHR066W	p	p	1	RNA binding
2298	YMR229C	YKL172W	YKR081C	p	p	1	RNA binding
2299	YMR229C	YKL172W	YLR276C	p	p	2	RNA binding; mRNA binding
2300	YMR229C	YKL172W	YMR049C	p	p	1	RNA binding
2301	YMR229C	YKL172W	YNL002C	p	p	2	RNA binding; mRNA binding
2302	YMR229C	YKL172W	YOL041C	p	p	1	RNA binding
2303	YMR229C	YKL172W	YOL077C	p	p	1	RNA binding
2304	YMR229C	YLR129W	YOR310C	p	p	1	RNA binding
2305	YMR229C	YLR129W	YPL217C	p	p	1	RNA binding
2306	YMR229C	YLR222C	YOR078W	p	p	1	RNA binding
2307	YMR229C	YLR222C	YOR310C	p	p	1	RNA binding
2308	YMR229C	YLR222C	YPL217C	p	p	1	RNA binding
2309	YMR236W	YGL066W	YBR081C	p	p	1	structural molecule activity
2310	YMR236W	YGL066W	YBR198C	p	p	1	structural molecule activity
2311	YMR236W	YGL066W	YDR145W	p	p	1	structural molecule activity
2312	YMR236W	YGL066W	YGL112C	p	p	1	structural molecule activity
2313	YMR236W	YGL066W	YMR223W	p	p	1	structural molecule activity
2314	YMR236W	YML098W	YBR198C	p	p	1	nucleic acid binding transcription factor activity
2315	YMR236W	YML098W	YCR042C	p	p	1	nucleic acid binding transcription factor activity
2316	YMR236W	YML098W	YDR145W	p	p	1	nucleic acid binding transcription factor activity
2317	YMR236W	YML098W	YDR167W	p	p	1	nucleic acid binding transcription factor activity
2318	YMR236W	YML098W	YER148W	p	p	1	nucleic acid binding transcription factor activity
2319	YMR236W	YML098W	YGL112C	p	p	1	nucleic acid binding transcription factor activity
2320	YMR236W	YML098W	YGR274C	p	p	1	nucleic acid binding transcription factor activity
2321	YMR236W	YML098W	YML015C	p	p	1	nucleic acid binding transcription factor activity
2322	YMR236W	YML098W	YML114C	p	p	1	nucleic acid binding transcription factor activity
2323	YMR236W	YML098W	YMR005W	p	p	1	nucleic acid binding transcription factor activity
2324	YMR236W	YML098W	YMR227C	p	p	1	nucleic acid binding transcription factor activity
2325	YMR236W	YML098W	YPL011C	p	p	1	nucleic acid binding transcription factor activity
2326	YMR236W	YML098W	YPL129W	p	p	1	nucleic acid binding transcription factor activity
2327	YMR260C	YBR079C	YAL035W	p	p	2	RNA binding; translation factor activity, RNA binding
2328	YMR260C	YJR007W	YBR079C	p	p	2	RNA binding; translation factor activity, RNA binding
2329	YMR268C	YBL026W	YDR378C	p	p	1	RNA binding
2330	YMR268C	YBL026W	YER112W	p	p	1	RNA binding
2331	YMR268C	YBL026W	YER146W	p	p	1	RNA binding
2332	YMR268C	YBL026W	YJR022W	p	p	1	RNA binding
2333	YMR268C	YBL026W	YLR438C-A	p	p	1	RNA binding
2334	YMR268C	YBL026W	YNL147W	p	p	1	RNA binding
2335	YMR268C	YDR378C	YBL026W	p	p	1	RNA binding
2336	YMR268C	YDR378C	YER112W	p	p	1	RNA binding
2337	YMR268C	YDR378C	YER146W	p	p	1	RNA binding
2338	YMR268C	YDR378C	YJR022W	p	p	1	RNA binding
2339	YMR268C	YDR378C	YLR438C-A	p	p	1	RNA binding
2340	YMR268C	YDR378C	YNL147W	p	p	1	RNA binding
2341	YMR268C	YER112W	YBL026W	p	p	1	RNA binding
2342	YMR268C	YER112W	YDR378C	p	p	1	RNA binding
2343	YMR268C	YER112W	YER146W	p	p	1	RNA binding
2344	YMR268C	YER112W	YJR022W	p	p	1	RNA binding
2345	YMR268C	YER112W	YLR438C-A	p	p	1	RNA binding
2346	YMR268C	YER112W	YNL147W	p	p	1	RNA binding
2347	YMR268C	YJR022W	YBL026W	p	p	1	RNA binding
2348	YMR268C	YJR022W	YDR378C	p	p	1	RNA binding
2349	YMR268C	YJR022W	YER112W	p	p	1	RNA binding
2350	YMR268C	YJR022W	YER146W	p	p	1	RNA binding
2351	YMR268C	YJR022W	YLR438C-A	p	p	1	RNA binding
2352	YMR268C	YJR022W	YNL147W	p	p	1	RNA binding
2353	YMR275C	YML111W	YER125W	p	p	1	transferase activity
2354	YMR290C	YCR057C	YOR310C	p	p	1	RNA binding
2355	YMR290C	YDL208W	YMR229C	p	p	1	RNA binding
2356	YMR290C	YEL026W	YOR310C	p	p	1	RNA binding
2357	YMR290C	YER006W	YGR103W	p	p	1	RNA binding
2358	YMR290C	YER006W	YKL009W	p	p	1	RNA binding
2359	YMR290C	YER006W	YNL002C	p	p	1	RNA binding
2360	YMR290C	YGR128C	YCR057C	p	p	1	RNA binding
2361	YMR290C	YGR128C	YOR310C	p	p	1	RNA binding
2362	YMR290C	YHR196W	YOR310C	p	p	1	RNA binding
2363	YMR290C	YKL009W	YER006W	p	p	1	RNA binding
2364	YMR290C	YKL009W	YGR103W	p	p	1	RNA binding
2365	YMR290C	YKL009W	YHR066W	p	p	1	RNA binding
2366	YMR290C	YKL009W	YKR081C	p	p	1	RNA binding
2367	YMR290C	YKL009W	YNL002C	p	p	1	RNA binding
2368	YMR290C	YKL172W	YGR103W	p	p	1	RNA binding
2369	YMR290C	YKL172W	YHR066W	p	p	1	RNA binding
2370	YMR290C	YKL172W	YKR081C	p	p	1	RNA binding
2371	YMR290C	YKL172W	YMR229C	p	p	1	RNA binding
2372	YMR290C	YKL172W	YNL002C	p	p	1	RNA binding
2373	YMR290C	YLR129W	YCR057C	p	p	1	RNA binding
2374	YMR290C	YLR129W	YOR310C	p	p	1	RNA binding
2375	YMR290C	YLR197W	YOR310C	p	p	1	RNA binding
2376	YMR290C	YMR093W	YOR310C	p	p	1	RNA binding
2377	YMR298W	YKL008C	YHL003C	p	p	1	transferase activity
2378	YMR307W	YBR023C	YHR030C	ku	ku	1	transferase activity
2379	YMR307W	YBR023C	YJL095W	ku	ku	1	transferase activity
2380	YMR307W	YDR507C	YJL095W	ku	kd	1	transferase activity
2381	YMR307W	YGR282C	YHR030C	ku	ku	1	transferase activity
2382	YMR307W	YJL095W	YHR030C	ku	kd	1	transferase activity
2383	YMR307W	YJL095W	YHR030C	ku	ku	1	transferase activity
2384	YMR307W	YJL095W	YHR030C	ku	p	1	transferase activity
2385	YMR307W	YKL101W	YHR030C	ku	ku	1	transferase activity
2386	YNL002C	YGR103W	YDR060W	p	p	2	RNA binding; mRNA binding
2387	YNL002C	YGR103W	YER006W	p	p	2	RNA binding; mRNA binding
2388	YNL002C	YGR103W	YHR066W	p	p	1	RNA binding
2389	YNL002C	YGR103W	YKL009W	p	p	1	RNA binding
2390	YNL002C	YGR103W	YKL172W	p	p	2	RNA binding; mRNA binding
2391	YNL002C	YGR103W	YKR081C	p	p	1	RNA binding
2392	YNL002C	YGR103W	YMR229C	p	p	2	RNA binding; mRNA binding
2393	YNL002C	YGR103W	YMR290C	p	p	1	RNA binding
2394	YNL002C	YGR103W	YOL077C	p	p	1	RNA binding
2395	YNL002C	YHR066W	YDR060W	p	p	1	RNA binding
2396	YNL002C	YHR066W	YGR103W	p	p	1	RNA binding
2397	YNL002C	YHR066W	YKL009W	p	p	2	RNA binding; rRNA binding
2398	YNL002C	YHR066W	YKL172W	p	p	1	RNA binding
2399	YNL002C	YHR066W	YKR081C	p	p	2	RNA binding; rRNA binding
2400	YNL002C	YHR066W	YLR276C	p	p	1	RNA binding
2401	YNL002C	YHR066W	YMR229C	p	p	2	RNA binding; rRNA binding
2402	YNL002C	YHR066W	YMR290C	p	p	1	RNA binding
2403	YNL002C	YHR066W	YOL077C	p	p	2	RNA binding; rRNA binding
2404	YNL002C	YMR290C	YER006W	p	p	1	RNA binding
2405	YNL002C	YMR290C	YGR103W	p	p	1	RNA binding
2406	YNL002C	YMR290C	YHR066W	p	p	1	RNA binding
2407	YNL002C	YMR290C	YKL009W	p	p	1	RNA binding
2408	YNL002C	YMR290C	YKR081C	p	p	1	RNA binding
2409	YNL002C	YMR290C	YMR229C	p	p	1	RNA binding
2410	YNL004W	YCL011C	YDR381W	p	p	1	RNA binding
2411	YNL004W	YCL011C	YNL139C	p	p	2	RNA binding; mRNA binding
2412	YNL004W	YCL011C	YNL253W	p	p	2	RNA binding; mRNA binding
2413	YNL016W	YDR381W	YGL049C	p	p	1	RNA binding
2414	YNL016W	YDR381W	YGL122C	p	p	1	RNA binding
2415	YNL016W	YER112W	YGR162W	p	p	1	RNA binding
2416	YNL021W	YDR167W	YOL012C	p	p	1	chromatin binding
2417	YNL030W	YBR009C	YBL003C	p	p	1	DNA binding
2418	YNL030W	YBR009C	YBL008W	tu	p	1	DNA binding
2419	YNL030W	YBR009C	YBL008W	tu	tu	1	DNA binding
2420	YNL030W	YBR009C	YBR010W	p	p	1	DNA binding
2421	YNL030W	YBR009C	YBR089C-A	p	p	1	DNA binding
2422	YNL030W	YBR009C	YBR245C	p	p	1	DNA binding
2423	YNL030W	YBR009C	YDR224C	p	p	1	DNA binding
2424	YNL030W	YBR009C	YDR225W	p	p	1	DNA binding
2425	YNL030W	YBR009C	YDR227W	p	p	1	DNA binding
2426	YNL030W	YBR009C	YFR037C	p	p	1	DNA binding
2427	YNL030W	YBR009C	YGR104C	p	p	1	DNA binding
2428	YNL030W	YBR009C	YHR056C	p	p	1	DNA binding
2429	YNL030W	YBR009C	YJL176C	p	p	1	DNA binding
2430	YNL030W	YBR009C	YKL049C	p	p	1	DNA binding
2431	YNL030W	YBR009C	YLR399C	p	p	1	DNA binding
2432	YNL030W	YBR009C	YLR442C	p	p	1	DNA binding
2433	YNL030W	YBR009C	YMR072W	p	p	1	DNA binding
2434	YNL030W	YBR009C	YNL031C	p	p	1	DNA binding
2435	YNL030W	YBR009C	YNL206C	p	p	1	DNA binding
2436	YNL030W	YBR009C	YOR038C	tu	tu	1	DNA binding
2437	YNL030W	YBR009C	YOR290C	p	p	1	DNA binding
2438	YNL030W	YBR009C	YOR304W	p	p	1	DNA binding
2439	YNL030W	YDL220C	YDR227W	p	p	1	DNA binding
2440	YNL031C	YBR010W	YBL003C	p	p	1	DNA binding
2441	YNL031C	YBR010W	YBL008W	tu	p	1	DNA binding
2442	YNL031C	YBR010W	YBL008W	tu	tu	1	DNA binding
2443	YNL031C	YBR010W	YBR009C	p	p	1	DNA binding
2444	YNL031C	YBR010W	YBR089C-A	p	p	1	DNA binding
2445	YNL031C	YBR010W	YDR099W	p	p	1	DNA binding
2446	YNL031C	YBR010W	YDR224C	p	p	1	DNA binding
2447	YNL031C	YBR010W	YDR225W	p	p	1	DNA binding
2448	YNL031C	YBR010W	YDR227W	p	p	1	DNA binding
2449	YNL031C	YBR010W	YER169W	p	p	1	DNA binding
2450	YNL031C	YBR010W	YFR037C	p	p	1	DNA binding
2451	YNL031C	YBR010W	YJL176C	p	p	1	DNA binding
2452	YNL031C	YBR010W	YKL049C	p	p	1	DNA binding
2453	YNL031C	YBR010W	YLR399C	p	p	1	DNA binding
2454	YNL031C	YBR010W	YLR442C	p	p	1	DNA binding
2455	YNL031C	YBR010W	YML065W	p	p	1	DNA binding
2456	YNL031C	YBR010W	YNL030W	p	p	1	DNA binding
2457	YNL031C	YBR010W	YNL167C	p	p	1	DNA binding
2458	YNL031C	YBR010W	YNL206C	p	p	1	DNA binding
2459	YNL031C	YBR010W	YOR038C	tu	p	1	DNA binding
2460	YNL031C	YBR010W	YOR038C	tu	tu	1	DNA binding
2461	YNL031C	YBR010W	YOR290C	p	p	1	DNA binding
2462	YNL031C	YBR010W	YPL127C	p	p	1	DNA binding
2463	YNL031C	YBR010W	YPL153C	ku	ku	1	DNA binding
2464	YNL031C	YBR010W	YPL153C	ku	p	1	DNA binding
2465	YNL039W	YBR123C	YGR047C	p	p	1	transcription factor activity, protein binding
2466	YNL039W	YDR362C	YGR047C	p	p	1	transcription factor activity, protein binding
2467	YNL049C	YDR468C	YLR026C	p	p	1	other
2468	YNL049C	YHL031C	YLR026C	p	p	1	other
2469	YNL049C	YIL004C	YLR026C	p	p	1	other
2470	YNL049C	YIL109C	YLR026C	p	p	1	other
2471	YNL049C	YIL109C	YPL085W	p	p	1	other
2472	YNL049C	YLR078C	YLR026C	p	p	1	other
2473	YNL049C	YLR268W	YLR026C	p	p	1	other
2474	YNL064C	YDR168W	YPL240C	p	p	1	unfolded protein binding
2475	YNL064C	YJR032W	YAL005C	p	p	1	unfolded protein binding
2476	YNL064C	YJR032W	YLL026W	p	p	1	unfolded protein binding
2477	YNL064C	YJR032W	YPL240C	p	p	1	unfolded protein binding
2478	YNL064C	YLR216C	YPL240C	p	p	1	unfolded protein binding
2479	YNL075W	YDL213C	YPL217C	p	p	1	RNA binding
2480	YNL075W	YDR449C	YOR310C	p	p	1	RNA binding
2481	YNL075W	YDR449C	YPL217C	p	p	1	RNA binding
2482	YNL110C	YDR496C	YOL077C	p	p	1	RNA binding
2483	YNL113W	YDR045C	YOR116C	p	p	2	nucleotidyltransferase activity; transferase activity
2484	YNL113W	YDR045C	YOR207C	p	p	2	nucleotidyltransferase activity; transferase activity
2485	YNL113W	YDR156W	YJR063W	p	p	2	nucleotidyltransferase activity; transferase activity
2486	YNL113W	YDR156W	YOR340C	p	p	2	nucleotidyltransferase activity; transferase activity
2487	YNL113W	YDR156W	YOR341W	p	p	2	nucleotidyltransferase activity; transferase activity
2488	YNL113W	YJL148W	YJR063W	p	p	2	nucleotidyltransferase activity; transferase activity
2489	YNL113W	YJL148W	YOR340C	p	p	2	nucleotidyltransferase activity; transferase activity
2490	YNL113W	YJL148W	YOR341W	p	p	2	nucleotidyltransferase activity; transferase activity
2491	YNL118C	YJL138C	YDL160C	p	p	2	RNA binding; hydrolase activity
2492	YNL118C	YJR022W	YCR077C	p	p	1	RNA binding
2493	YNL118C	YJR022W	YEL015W	p	p	1	RNA binding
2494	YNL118C	YJR022W	YER112W	p	p	1	RNA binding
2495	YNL118C	YJR022W	YGL173C	p	p	1	RNA binding
2496	YNL118C	YJR022W	YLR438C-A	p	p	1	RNA binding
2497	YNL121C	YGR082W	YMR203W	p	p	2	protein transporter activity; transmembrane transporter activity
2498	YNL121C	YGR082W	YNL131W	p	p	2	protein transporter activity; transmembrane transporter activity
2499	YNL121C	YGR181W	YNR017W	p	p	1	protein transporter activity
2500	YNL124W	YDL208W	YHR072W-A	p	p	1	RNA binding
2501	YNL124W	YDL208W	YHR089C	p	p	1	RNA binding
2502	YNL124W	YDL208W	YLR175W	p	p	1	RNA binding
2503	YNL124W	YHR066W	YMR049C	p	p	1	RNA binding
2504	YNL124W	YMR229C	YDL208W	p	p	1	RNA binding
2505	YNL124W	YMR229C	YHR089C	p	p	1	RNA binding
2506	YNL124W	YMR229C	YLR175W	p	p	1	RNA binding
2507	YNL124W	YMR229C	YMR049C	p	p	1	RNA binding
2508	YNL126W	YHR172W	YAL047C	p	p	1	structural molecule activity
2509	YNL126W	YHR172W	YDR356W	p	p	1	structural molecule activity
2510	YNL126W	YHR172W	YLR212C	p	p	1	structural molecule activity
2511	YNL138W	YDR129C	YCR088W	p	p	1	cytoskeletal protein binding
2512	YNL138W	YIL034C	YGR080W	p	p	1	cytoskeletal protein binding
2513	YNL147W	YBL026W	YCR077C	p	p	1	RNA binding
2514	YNL147W	YBL026W	YDL160C	p	p	1	RNA binding
2515	YNL147W	YBL026W	YDR378C	p	p	1	RNA binding
2516	YNL147W	YBL026W	YER112W	p	p	1	RNA binding
2517	YNL147W	YBL026W	YER146W	p	p	1	RNA binding
2518	YNL147W	YBL026W	YGL173C	p	p	1	RNA binding
2519	YNL147W	YBL026W	YJL124C	p	p	1	RNA binding
2520	YNL147W	YBL026W	YJR022W	p	p	1	RNA binding
2521	YNL147W	YBL026W	YLR438C-A	p	p	1	RNA binding
2522	YNL147W	YBL026W	YMR268C	p	p	1	RNA binding
2523	YNL147W	YBL026W	YOL149W	p	p	1	RNA binding
2524	YNL147W	YDR172W	YOL149W	p	p	1	RNA binding
2525	YNL147W	YDR378C	YBL026W	p	p	1	RNA binding
2526	YNL147W	YDR378C	YCR077C	p	p	1	RNA binding
2527	YNL147W	YDR378C	YDL160C	p	p	1	RNA binding
2528	YNL147W	YDR378C	YER112W	p	p	1	RNA binding
2529	YNL147W	YDR378C	YER146W	p	p	1	RNA binding
2530	YNL147W	YDR378C	YGL173C	p	p	1	RNA binding
2531	YNL147W	YDR378C	YJL124C	p	p	1	RNA binding
2532	YNL147W	YDR378C	YJR022W	p	p	1	RNA binding
2533	YNL147W	YDR378C	YLR438C-A	p	p	1	RNA binding
2534	YNL147W	YDR378C	YMR268C	p	p	1	RNA binding
2535	YNL147W	YDR378C	YOL149W	p	p	1	RNA binding
2536	YNL147W	YDR381W	YGL173C	p	p	1	RNA binding
2537	YNL147W	YER112W	YBL026W	p	p	1	RNA binding
2538	YNL147W	YER112W	YCR077C	p	p	1	RNA binding
2539	YNL147W	YER112W	YDL160C	p	p	1	RNA binding
2540	YNL147W	YER112W	YDR378C	p	p	1	RNA binding
2541	YNL147W	YER112W	YER146W	p	p	1	RNA binding
2542	YNL147W	YER112W	YGL173C	p	p	1	RNA binding
2543	YNL147W	YER112W	YJL124C	p	p	1	RNA binding
2544	YNL147W	YER112W	YJR022W	p	p	1	RNA binding
2545	YNL147W	YER112W	YLR438C-A	p	p	1	RNA binding
2546	YNL147W	YER112W	YMR268C	p	p	1	RNA binding
2547	YNL147W	YER112W	YOL149W	p	p	1	RNA binding
2548	YNL147W	YLR438C-A	YBL026W	p	p	1	RNA binding
2549	YNL147W	YLR438C-A	YCR077C	p	p	1	RNA binding
2550	YNL147W	YLR438C-A	YDL160C	p	p	1	RNA binding
2551	YNL147W	YLR438C-A	YDR378C	p	p	1	RNA binding
2552	YNL147W	YLR438C-A	YER112W	p	p	1	RNA binding
2553	YNL147W	YLR438C-A	YER146W	p	p	1	RNA binding
2554	YNL147W	YLR438C-A	YGL173C	p	p	1	RNA binding
2555	YNL147W	YLR438C-A	YJL124C	p	p	1	RNA binding
2556	YNL147W	YLR438C-A	YJR022W	p	p	1	RNA binding
2557	YNL147W	YLR438C-A	YMR268C	p	p	1	RNA binding
2558	YNL147W	YLR438C-A	YOL149W	p	p	1	RNA binding
2559	YNL147W	YMR268C	YBL026W	p	p	1	RNA binding
2560	YNL147W	YMR268C	YDR378C	p	p	1	RNA binding
2561	YNL147W	YMR268C	YER112W	p	p	1	RNA binding
2562	YNL147W	YMR268C	YER146W	p	p	1	RNA binding
2563	YNL147W	YMR268C	YJR022W	p	p	1	RNA binding
2564	YNL147W	YMR268C	YLR438C-A	p	p	1	RNA binding
2565	YNL151C	YDR045C	YJL011C	p	p	2	nucleotidyltransferase activity; transferase activity
2566	YNL151C	YDR045C	YNR003C	p	p	2	nucleotidyltransferase activity; transferase activity
2567	YNL151C	YDR045C	YOR116C	p	p	2	nucleotidyltransferase activity; transferase activity
2568	YNL151C	YDR045C	YOR207C	p	p	2	nucleotidyltransferase activity; transferase activity
2569	YNL152W	YCR009C	YDR388W	p	p	1	lipid binding
2570	YNL153C	YLR337C	YDR388W	p	p	1	cytoskeletal protein binding
2571	YNL154C	YHR135C	YDR264C	p	p	1	transferase activity
2572	YNL154C	YHR135C	YER123W	kd	kd	2	kinase activity; transferase activity
2573	YNL154C	YHR135C	YER123W	kd	ku	2	kinase activity; transferase activity
2574	YNL154C	YHR135C	YER123W	ku	kd	2	kinase activity; transferase activity
2575	YNL154C	YHR135C	YER123W	ku	ku	2	kinase activity; transferase activity
2576	YNL172W	YBL084C	YDL008W	p	p	1	transferase activity
2577	YNL172W	YBL084C	YDR118W	p	p	1	transferase activity
2578	YNL172W	YBL084C	YFR036W	p	p	1	transferase activity
2579	YNL172W	YBL084C	YGL240W	p	p	1	transferase activity
2580	YNL172W	YBL084C	YHR166C	p	p	1	transferase activity
2581	YNL172W	YBL084C	YKL022C	p	p	1	transferase activity
2582	YNL172W	YBL084C	YLR102C	p	p	1	transferase activity
2583	YNL172W	YBL084C	YLR127C	p	p	1	transferase activity
2584	YNL172W	YBL084C	YMR001C	ku	ku	1	transferase activity
2585	YNL172W	YBL084C	YOR249C	p	p	1	transferase activity
2586	YNL172W	YBR082C	YDL008W	p	p	1	transferase activity
2587	YNL172W	YDL008W	YBL084C	p	p	1	transferase activity
2588	YNL172W	YDL008W	YDR118W	p	p	1	transferase activity
2589	YNL172W	YDL008W	YFR036W	p	p	1	transferase activity
