node_a	node_b	node_c	type_ac	type_bc	genetic_interaction_score
YGL120C	YER172C	YPL151C	p	p	-0.2301
YGL122C	YBL074C	YPL178W	p	p	-0.3707
YGL122C	YCL011C	YDL084W	p	p	-0.3164
YGL122C	YCL011C	YDR381W	p	p	-0.3164
YGL122C	YCL011C	YNL139C	p	p	-0.3164
YGL122C	YDL207W	YDR192C	p	p	-0.5084
YGL122C	YDL207W	YMR255W	p	p	-0.5084
YGL122C	YDL220C	YBR160W	ku	ku	-0.1636
YGL122C	YDL220C	YBR160W	ku	p	-0.1636
YGL122C	YDR159W	YBR160W	ku	ku	-0.2254
YGL122C	YDR159W	YDL084W	p	p	-0.2254
YGL122C	YDR159W	YKR095W	p	p	-0.2254
YGL122C	YDR159W	YPL169C	p	p	-0.2254
YGL123W	YDR477W	YKL139W	ku	kd	-0.1685
YGL123W	YDR477W	YKL139W	ku	ku	-0.1685
YGL123W	YDR477W	YKL139W	ku	p	-0.1685
YGL124C	YBR117C	YNL216W	tu	tu	-0.138
YGL124C	YBR117C	YPR104C	tu	tu	-0.138
YGL124C	YBR135W	YBR160W	ku	ku	-0.1992
YGL124C	YBR135W	YBR160W	p	ku	-0.1992
YGL124C	YBR135W	YBR160W	ku	p	-0.1992
YGL124C	YBR135W	YBR160W	p	p	-0.1992
YGL124C	YCL029C	YBR160W	ku	ku	-0.157
YGL124C	YCL029C	YBR160W	p	ku	-0.157
YGL124C	YDL083C	YNL216W	tu	tu	-0.1875
YGL124C	YDR123C	YBR160W	ku	ku	-0.3644
YGL124C	YDR123C	YBR160W	p	ku	-0.3644
YGL124C	YDR123C	YBR160W	ku	p	-0.3644
YGL124C	YDR123C	YBR160W	p	p	-0.3644
YGL124C	YDR418W	YNL216W	tu	tu	-0.1276
YGL124C	YDR418W	YPR104C	tu	tu	-0.1276
YGL124C	YER120W	YBR160W	ku	ku	-0.1705
YGL124C	YER120W	YBR160W	p	ku	-0.1705
YGL125W	YAL026C	YJR060W	tu	tu	-0.2028
YGL127C	YBR193C	YDL005C	p	p	-0.2199
YGL127C	YBR193C	YDR308C	p	p	-0.2199
YGL127C	YBR193C	YER022W	p	p	-0.2199
YGL127C	YBR193C	YGR104C	p	p	-0.2199
YGL127C	YBR193C	YHR058C	p	p	-0.2199
YGL127C	YBR193C	YNL236W	p	p	-0.2199
YGL127C	YBR193C	YNR010W	p	p	-0.2199
YGL127C	YBR193C	YOL051W	p	p	-0.2199
YGL127C	YBR193C	YOL135C	p	p	-0.2199
YGL127C	YBR193C	YOR174W	p	p	-0.2199
YGL127C	YBR193C	YPR070W	p	p	-0.2199
YGL128C	YBR055C	YER172C	p	p	-0.2081
YGL128C	YDL098C	YER172C	p	p	-0.2736
YGL130W	YBR010W	YDL140C	p	p	-0.1264
YGL130W	YDR228C	YDL140C	p	p	-0.415
YGL130W	YDR293C	YDL140C	p	p	-0.1835
YGL130W	YER022W	YDL140C	p	p	-0.3323
YGL130W	YER151C	YDL140C	p	p	-0.2769
YGL130W	YFL029C	YDL108W	ku	kd	-0.1603
YGL130W	YFL029C	YDL108W	ku	p	-0.1603
YGL135W	YBL027W	YNL216W	tu	tu	-0.3381
YGL135W	YDR510W	YNL216W	tu	p	-0.155
YGL136C	YDR447C	YNL216W	tu	tu	-0.2206
YGL136C	YDR447C	YPR104C	tu	tu	-0.2206
YGL136C	YDR449C	YNL216W	tu	tu	-0.1304
YGL136C	YDR449C	YPR104C	tu	tu	-0.1304
YGL136C	YFL021W	YNL216W	tu	tu	-0.3841
YGL137W	YAL011W	YDR510W	p	p	-0.5106
YGL137W	YBL050W	YBR049C	tu	tu	-0.2829
YGL137W	YBL050W	YBR080C	p	p	-0.2829
YGL137W	YBL050W	YLR268W	p	p	-0.2829
YGL137W	YBL102W	YBR049C	tu	tu	-0.3162
YGL137W	YBR049C	YDR238C	p	td	-0.1715
YGL137W	YBR049C	YDR510W	p	p	-0.1715
YGL137W	YBR049C	YFR051C	p	td	-0.1715
YGL137W	YBR049C	YLL039C	p	td	-0.1715
YGL137W	YBR049C	YNL287W	p	td	-0.1715
YGL137W	YBR049C	YPL010W	p	td	-0.1715
YGL137W	YBR131W	YBR049C	tu	tu	-0.2829
YGL137W	YDL100C	YLR268W	p	p	-0.1933
YGL137W	YDL145C	YDR238C	p	p	-0.4505
YGL137W	YDL145C	YFR051C	p	p	-0.4505
YGL137W	YDL145C	YIL004C	p	p	-0.4505
YGL137W	YDL145C	YIL076W	p	p	-0.4505
YGL137W	YDL145C	YLL039C	p	p	-0.4505
YGL137W	YDL145C	YLR268W	p	p	-0.4505
YGL137W	YDL145C	YNL287W	p	p	-0.4505
YGL137W	YDL145C	YPL010W	p	p	-0.4505
YGL137W	YDR189W	YIL004C	p	p	-0.4882
YGL137W	YDR189W	YLR268W	p	p	-0.4882
YGL137W	YDR334W	YBR049C	tu	tu	-0.5196
YGL137W	YER083C	YBR049C	tu	tu	-0.2841
YGL137W	YER122C	YDL192W	p	p	-0.369
YGL137W	YER122C	YNL287W	p	p	-0.369
YGL137W	YFL005W	YBR049C	tu	tu	-0.1689
YGL137W	YFR051C	YBR049C	tu	tu	-0.5053
YGL137W	YFR051C	YDL145C	p	p	-0.5053
YGL137W	YFR051C	YDL192W	p	p	-0.5053
YGL137W	YFR051C	YDR238C	p	p	-0.5053
YGL137W	YFR051C	YIL004C	p	p	-0.5053
YGL137W	YFR051C	YIL076W	p	p	-0.5053
YGL137W	YFR051C	YLR268W	p	p	-0.5053
YGL137W	YFR051C	YNL287W	p	p	-0.5053
YGL137W	YFR051C	YPL010W	p	p	-0.5053
YGL145W	YDR498C	YGL098W	p	p	-0.5013
YGL145W	YDR498C	YLR268W	p	p	-0.5013
YGL145W	YDR498C	YLR440C	p	p	-0.5013
YGL145W	YDR498C	YNL258C	p	p	-0.5013
YGL145W	YDR498C	YOR075W	p	p	-0.5013
YGL145W	YFR051C	YLR268W	p	p	-0.7905
YGL145W	YFR051C	YNL258C	p	p	-0.7905
YGL147C	YER031C	YNL216W	p	tu	-0.1292
YGL147C	YER031C	YNL216W	tu	tu	-0.1292
YGL149W	YDR308C	YDR328C	p	p	-0.1243
YGL150C	YDL020C	YEL037C	p	td	-0.154
YGL150C	YDL140C	YBR010W	p	p	-0.2054
YGL150C	YDL140C	YEL037C	p	p	-0.2054
YGL150C	YDL140C	YPL129W	p	p	-0.2054
YGL150C	YFR004W	YEL037C	p	p	-0.25
YGL151W	YBR036C	YBR049C	tu	tu	-0.1328
YGL151W	YDR143C	YBR049C	tu	tu	-0.1596
YGL151W	YDR308C	YBR193C	p	p	-0.1405
YGL151W	YDR308C	YER022W	p	p	-0.1405
YGL151W	YDR308C	YGL025C	p	p	-0.1405
YGL151W	YDR308C	YGR104C	p	p	-0.1405
YGL151W	YDR308C	YHR058C	p	p	-0.1405
YGL151W	YDR308C	YLR071C	p	p	-0.1405
YGL151W	YDR308C	YNL236W	p	p	-0.1405
YGL151W	YDR308C	YPR070W	p	p	-0.1405
YGL151W	YDR427W	YBR049C	tu	tu	-0.1266
YGL151W	YDR457W	YBR049C	tu	tu	-0.1363
YGL151W	YER019C-A	YBR049C	tu	tu	-0.1547
YGL151W	YER022W	YBR193C	p	p	-0.484
YGL151W	YER022W	YGL025C	p	p	-0.484
YGL151W	YER022W	YGR104C	p	p	-0.484
YGL151W	YER022W	YHR041C	p	p	-0.484
YGL151W	YER022W	YHR058C	p	p	-0.484
YGL151W	YER022W	YLR071C	p	p	-0.484
YGL151W	YER022W	YNL236W	p	p	-0.484
YGL151W	YER022W	YPR070W	p	p	-0.484
YGL155W	YDL090C	YKL019W	p	p	-0.3199
YGL172W	YAL059W	YMR308C	p	p	-0.2391
YGL172W	YDL088C	YLR347C	p	p	-0.4372
YGL172W	YDL088C	YMR047C	p	p	-0.4372
YGL172W	YDL088C	YMR129W	p	p	-0.4372
YGL172W	YDR002W	YGR218W	p	p	-0.269
YGL172W	YDR101C	YMR047C	p	p	-0.5584
YGL172W	YDR101C	YMR308C	p	p	-0.5584
YGL172W	YDR159W	YJL041W	p	p	-0.2904
YGL172W	YDR159W	YMR047C	p	p	-0.2904
YGL172W	YDR192C	YBR017C	p	p	-0.3534
YGL172W	YDR192C	YDL116W	p	p	-0.3534
YGL172W	YDR192C	YDR335W	p	p	-0.3534
YGL172W	YDR192C	YER110C	p	p	-0.3534
YGL172W	YDR192C	YER165W	p	p	-0.3534
YGL172W	YDR192C	YGL092W	p	p	-0.3534
YGL172W	YDR192C	YGR119C	p	p	-0.3534
YGL172W	YDR192C	YGR218W	p	p	-0.3534
YGL172W	YDR192C	YJR042W	p	p	-0.3534
YGL172W	YDR192C	YKL057C	p	p	-0.3534
YGL172W	YDR192C	YKR082W	p	p	-0.3534
YGL172W	YDR192C	YLR335W	p	p	-0.3534
YGL172W	YDR192C	YLR347C	p	p	-0.3534
YGL172W	YDR192C	YMR047C	p	p	-0.3534
YGL172W	YDR192C	YNL189W	p	p	-0.3534
YGL172W	YDR510W	YLR335W	p	p	-0.1247
YGL172W	YDR510W	YNL189W	p	p	-0.1247
YGL172W	YER063W	YMR308C	p	p	-0.1647
YGL173C	YBL007C	YJL095W	ku	ku	-0.2496
YGL173C	YDR280W	YDR381W	p	p	-0.3324
YGL173C	YDR507C	YJL095W	ku	kd	-0.1505
YGL173C	YER111C	YER112W	p	td	-0.1212
YGL173C	YER111C	YLR438C-A	p	td	-0.1212
YGL174W	YAL032C	YDL209C	p	p	-0.563
YGL174W	YBR188C	YDL209C	p	p	-0.771
YGL174W	YCR063W	YDL209C	p	p	-0.2805
YGL174W	YDL209C	YIR005W	p	p	-0.1459
YGL174W	YDR416W	YDL209C	p	p	-0.5219
YGL175C	YDL064W	YMR001C	ku	ku	-0.1473
YGL175C	YDL064W	YMR001C	p	ku	-0.1473
YGL178W	YBR160W	YKL054C	p	kd	-0.1562
YGL179C	YER133W	YDR477W	kd	ku	-0.1711
YGL179C	YER133W	YDR477W	ku	ku	-0.1711
YGL179C	YER133W	YDR477W	kd	p	-0.1711
YGL179C	YER133W	YDR477W	ku	p	-0.1711
YGL180W	YAL007C	YOR344C	p	tu	-0.2224
YGL180W	YCR093W	YDL149W	kd	p	-0.2343
YGL180W	YCR093W	YDL149W	p	p	-0.2343
YGL181W	YBL007C	YDR388W	p	p	-0.1292
YGL181W	YBL007C	YFR024C-A	p	p	-0.1292
YGL181W	YBL007C	YHR016C	p	p	-0.1292
YGL181W	YBL007C	YIR006C	p	p	-0.1292
YGL181W	YBL007C	YPR171W	p	p	-0.1292
YGL181W	YBR049C	YGR241C	p	td	-0.1747
YGL181W	YBR049C	YLL003W	p	td	-0.1747
YGL189C	YER131W	YLR435W	p	p	-0.2094
YGL189C	YER131W	YPR104C	tu	tu	-0.2094
YGL190C	YAL024C	YBR160W	ku	ku	-0.1639
YGL190C	YAL024C	YBR160W	ku	p	-0.1639
YGL190C	YAL024C	YMR001C	ku	ku	-0.1639
YGL190C	YBL007C	YBR160W	ku	ku	-0.147
YGL190C	YCR065W	YBR160W	ku	ku	-0.3586
YGL190C	YCR065W	YBR160W	ku	p	-0.3586
YGL190C	YDL056W	YBR160W	ku	ku	-0.3151
YGL190C	YDL056W	YNL154C	ku	td	-0.3151
YGL190C	YDL155W	YBR160W	ku	ku	-0.3369
YGL190C	YDL155W	YBR160W	ku	p	-0.3369
YGL190C	YDR052C	YBR160W	ku	ku	-0.147
YGL190C	YDR052C	YBR160W	ku	p	-0.147
YGL190C	YDR052C	YMR001C	ku	ku	-0.147
YGL190C	YDR052C	YMR001C	ku	p	-0.147
YGL190C	YDR159W	YBR160W	ku	ku	-0.1429
YGL190C	YDR168W	YBR160W	ku	ku	-0.1901
YGL190C	YDR168W	YBR160W	ku	p	-0.1901
YGL190C	YDR168W	YMR001C	ku	ku	-0.1901
YGL190C	YDR310C	YDL188C	p	td	-0.1725
YGL190C	YDR389W	YBR160W	ku	ku	-0.1638
YGL190C	YDR389W	YBR160W	ku	p	-0.1638
YGL190C	YDR477W	YKL048C	ku	kd	-0.1644
YGL190C	YDR477W	YKL048C	ku	ku	-0.1644
YGL190C	YER114C	YBR160W	ku	ku	-0.1625
YGL190C	YER114C	YML109W	p	p	-0.1625
YGL194C	YDR195W	YKL112W	tu	tu	-0.3098
YGL195W	YBR011C	YKL112W	tu	tu	-0.1462
YGL195W	YDL106C	YKL112W	tu	tu	-0.5018
YGL195W	YDL208W	YKL112W	tu	tu	-0.1497
YGL195W	YER003C	YKL112W	tu	tu	-0.1517
YGL195W	YFL018C	YKL112W	tu	tu	-0.481
YGL197W	YER132C	YNL307C	ku	ku	-0.3927
YGL201C	YAL024C	YBR160W	ku	ku	-0.1472
YGL201C	YAL024C	YBR160W	ku	p	-0.1472
YGL201C	YBL023C	YBR160W	ku	ku	-0.1419
YGL201C	YBL023C	YBR202W	p	p	-0.1419
YGL201C	YBL023C	YCL061C	p	p	-0.1419
YGL201C	YBL023C	YDL017W	ku	ku	-0.1419
YGL201C	YBL023C	YDL017W	p	ku	-0.1419
YGL201C	YBL023C	YDL017W	ku	p	-0.1419
YGL201C	YBL023C	YDL017W	p	p	-0.1419
YGL201C	YBL023C	YDR013W	p	p	-0.1419
YGL201C	YBL023C	YDR489W	p	p	-0.1419
YGL201C	YBL023C	YDR510W	p	p	-0.1419
YGL201C	YBL023C	YEL032W	p	p	-0.1419
YGL201C	YBL023C	YGL113W	p	p	-0.1419
YGL201C	YBL023C	YIL150C	p	p	-0.1419
YGL201C	YBL023C	YJL072C	p	p	-0.1419
YGL201C	YBL023C	YJR046W	p	p	-0.1419
YGL201C	YBL023C	YLR103C	p	p	-0.1419
YGL201C	YBL023C	YNL273W	p	p	-0.1419
YGL201C	YBL023C	YOL146W	p	p	-0.1419
YGL201C	YBL023C	YPR019W	p	p	-0.1419
YGL201C	YBR202W	YBL023C	p	p	-0.1209
YGL201C	YBR202W	YDR013W	p	p	-0.1209
YGL201C	YBR202W	YDR489W	p	p	-0.1209
YGL201C	YBR202W	YEL032W	p	p	-0.1209
YGL201C	YBR202W	YGL113W	p	p	-0.1209
YGL201C	YBR202W	YIL150C	p	p	-0.1209
YGL201C	YBR202W	YJL072C	p	p	-0.1209
YGL201C	YBR202W	YJR046W	p	p	-0.1209
YGL201C	YBR202W	YLR103C	p	p	-0.1209
YGL201C	YBR202W	YOL146W	p	p	-0.1209
YGL201C	YBR202W	YPR019W	p	p	-0.1209
YGL201C	YDR146C	YBR160W	ku	ku	-0.1993
YGL201C	YDR146C	YBR160W	ku	p	-0.1993
YGL201C	YDR217C	YBR136W	ku	ku	-0.1245
YGL201C	YDR217C	YBR160W	ku	ku	-0.1245
YGL201C	YDR217C	YBR160W	ku	p	-0.1245
YGL201C	YDR225W	YBR136W	ku	ku	-0.224
YGL201C	YDR225W	YDR510W	p	p	-0.224
YGL207W	YDR394W	YEL037C	p	p	-0.1286
YGL207W	YDR484W	YJL095W	ku	ku	-0.1337
YGL207W	YER012W	YEL037C	p	p	-0.1482
YGL207W	YER012W	YLL039C	p	p	-0.1482
YGL207W	YER094C	YLR182W	p	tu	-0.1658
YGL210W	YER031C	YER136W	p	p	-0.7807
YGL210W	YER031C	YGL198W	p	p	-0.7807
YGL210W	YER031C	YJL204C	p	p	-0.7807
YGL210W	YER031C	YNL044W	p	p	-0.7807
YGL210W	YER031C	YNL263C	p	p	-0.7807
YGL210W	YER031C	YOR326W	p	p	-0.7807
YGL215W	YDR159W	YMR047C	p	p	-0.2533
YGL215W	YDR388W	YPL031C	ku	ku	-0.2041
YGL215W	YDR388W	YPL031C	p	ku	-0.2041
YGL215W	YDR388W	YPL031C	ku	p	-0.2041
YGL215W	YDR388W	YPL031C	p	p	-0.2041
YGL215W	YFR015C	YPL031C	ku	ku	-0.1249
YGL215W	YFR015C	YPL031C	p	ku	-0.1249
YGL216W	YCL029C	YBR160W	ku	ku	-0.1378
YGL216W	YCL029C	YBR160W	p	ku	-0.1378
YGL216W	YCL029C	YLR045C	p	p	-0.1378
YGL216W	YCL029C	YML085C	p	p	-0.1378
YGL216W	YER120W	YBR160W	ku	ku	-0.1264
YGL216W	YER120W	YBR160W	p	ku	-0.1264
YGL219C	YDR358W	YLL039C	p	p	-0.1422
YGL219C	YER139C	YLL039C	p	p	-0.1234
YGL222C	YBR210W	YKL112W	tu	tu	-0.1344
YGL222C	YDL035C	YKL112W	tu	tu	-0.2683
YGL222C	YDR378C	YOL149W	p	p	-0.1417
YGL225W	YBL007C	YKL112W	tu	tu	-0.2176
YGL225W	YBR162C	YKL112W	tu	tu	-0.1218
YGL225W	YDR073W	YBR049C	tu	tu	-0.1811
YGL225W	YFL005W	YBR049C	tu	tu	-0.1639
YGL226C-A	YDL232W	YEL002C	p	p	-0.397
YGL226C-A	YDL232W	YGL022W	p	p	-0.397
YGL226C-A	YDL232W	YJL002C	p	p	-0.397
YGL226C-A	YDL232W	YML019W	p	p	-0.397
YGL226C-A	YDL232W	YOR085W	p	p	-0.397
YGL226C-A	YEL002C	YDL232W	p	p	-0.8905
YGL226C-A	YEL002C	YGL022W	p	p	-0.8905
YGL226C-A	YEL002C	YJL002C	p	p	-0.8905
YGL226C-A	YEL002C	YML019W	p	p	-0.8905
YGL226C-A	YEL002C	YOR085W	p	p	-0.8905
YGL228W	YDR245W	YKL112W	tu	tu	-0.1916
YGL233W	YBL085W	YBR200W	p	p	-0.2368
YGL233W	YBR102C	YDR166C	p	p	-0.5577
YGL233W	YBR102C	YIL068C	p	p	-0.5577
YGL233W	YBR102C	YJL085W	p	p	-0.5577
YGL233W	YBR102C	YLR166C	p	p	-0.5577
YGL233W	YBR102C	YPR055W	p	p	-0.5577
YGL233W	YDR164C	YIL068C	p	p	-0.3493
YGL233W	YDR164C	YLR166C	p	p	-0.3493
YGL233W	YDR166C	YBR102C	p	p	-0.3167
YGL233W	YDR166C	YBR200W	p	p	-0.3167
YGL233W	YDR166C	YIL068C	p	p	-0.3167
YGL233W	YDR166C	YJL085W	p	p	-0.3167
YGL233W	YDR166C	YLR166C	p	p	-0.3167
YGL233W	YDR166C	YPR055W	p	p	-0.3167
YGL233W	YER136W	YFL005W	p	p	-0.7415
YGL233W	YFL005W	YNL272C	p	p	-0.5774
YGL233W	YFL005W	YOR326W	p	p	-0.5774
YGL235W	YDL106C	YBR160W	ku	ku	-0.3054
YGL235W	YDL106C	YBR160W	p	ku	-0.3054
YGL235W	YDL106C	YBR160W	ku	p	-0.3054
YGL235W	YDL106C	YBR160W	p	p	-0.3054
YGL235W	YDR309C	YBR160W	ku	ku	-0.1331
YGL235W	YDR309C	YBR160W	p	ku	-0.1331
YGL235W	YEL009C	YBR160W	ku	ku	-0.1669
YGL235W	YEL009C	YBR160W	p	ku	-0.1669
YGL235W	YER012W	YBR160W	ku	p	-0.1287
YGL235W	YER012W	YBR160W	p	p	-0.1287
YGL235W	YER129W	YBR160W	ku	ku	-0.1942
YGL235W	YER129W	YBR160W	p	ku	-0.1942
YGL235W	YER129W	YBR160W	ku	p	-0.1942
YGL235W	YER129W	YBR160W	p	p	-0.1942
YGL237C	YDR098C	YER174C	td	p	-0.4415
YGL238W	YAR002W	YAL005C	p	p	-0.3112
YGL238W	YAR002W	YLR293C	p	p	-0.3112
YGL238W	YAR002W	YNL189W	p	p	-0.3112
YGL238W	YBR237W	YBR049C	tu	tu	-0.4898
YGL238W	YDL226C	YBR049C	tu	tu	-0.1727
YGL238W	YDL226C	YFL039C	p	p	-0.1727
YGL238W	YDR002W	YLR293C	p	p	-0.7414
YGL238W	YDR172W	YAL005C	p	p	-0.2798
YGL238W	YDR207C	YAL005C	p	td	-0.4978
YGL238W	YDR378C	YDL160C	p	p	-0.4041
YGL238W	YDR477W	YBR049C	tu	tu	-0.4706
YGL238W	YDR477W	YLR342W	p	kd	-0.4706
YGL238W	YDR510W	YAL005C	p	p	-0.2161
YGL238W	YDR510W	YBR049C	tu	p	-0.2161
YGL238W	YDR510W	YFL039C	p	p	-0.2161
YGL238W	YDR510W	YNL189W	p	p	-0.2161
YGL238W	YFR052W	YBR049C	tu	tu	-0.4398
YGL240W	YDR260C	YBL084C	p	p	-0.844
YGL240W	YDR260C	YDL008W	p	p	-0.844
YGL240W	YDR260C	YDR118W	p	p	-0.844
YGL240W	YDR260C	YFR036W	p	p	-0.844
YGL240W	YDR260C	YHR166C	p	p	-0.844
YGL240W	YDR260C	YIR025W	p	p	-0.844
YGL240W	YDR260C	YKL022C	p	p	-0.844
YGL240W	YDR260C	YLR102C	p	p	-0.844
YGL240W	YDR260C	YLR127C	p	p	-0.844
YGL240W	YDR260C	YNL172W	p	p	-0.844
YGL240W	YDR260C	YOR249C	p	p	-0.844
YGL241W	YBR231C	YOL012C	p	p	-0.1363
YGL242C	YDL029W	YMR109W	p	p	-0.1952
YGL244W	YAR007C	YGL207W	p	p	-0.152
YGL244W	YAR007C	YML069W	p	p	-0.152
YGL244W	YBL002W	YGL207W	p	p	-0.1521
YGL244W	YBR136W	YHR030C	p	kd	-0.1299
YGL244W	YDL007W	YKL145W	p	p	-0.1283
YGL244W	YDL108W	YDL140C	p	kd	-0.1903
YGL244W	YDL108W	YDL140C	p	p	-0.1903
YGL244W	YDL147W	YKL145W	p	p	-0.1407
YGL244W	YDR228C	YDL140C	p	p	-0.2508
YGL244W	YDR289C	YDL140C	p	p	-0.2477
YGL244W	YDR293C	YDL140C	p	p	-0.2821
YGL244W	YDR489W	YGL207W	p	p	-0.211
YGL244W	YDR489W	YML069W	p	p	-0.211
YGL244W	YDR510W	YBR135W	p	p	-0.1682
YGL244W	YDR510W	YDL140C	p	p	-0.1682
YGL244W	YDR510W	YML010W	p	p	-0.1682
YGL244W	YDR510W	YML069W	p	p	-0.1682
YGL244W	YDR510W	YOL145C	p	p	-0.1682
YGL244W	YER111C	YHR030C	p	ku	-0.234
YGL244W	YER111C	YHR030C	p	p	-0.234
YGL244W	YER139C	YDL140C	p	p	-0.1936
YGL244W	YER139C	YLR418C	p	p	-0.1936
YGL244W	YER148W	YDL140C	p	p	-0.1372
YGL244W	YER148W	YLR418C	p	p	-0.1372
YGL244W	YER151C	YDL140C	p	p	-0.1231
YGL244W	YFR004W	YKL145W	p	p	-0.1526
YGL252C	YDR130C	YDR099W	p	p	-0.1613
YGL252C	YDR130C	YER177W	p	p	-0.1613
YGL252C	YEL009C	YBR081C	p	p	-0.1709
YGL252C	YEL009C	YDR176W	p	p	-0.1709
YGL253W	YDL005C	YBR193C	p	p	-0.2229
YGL253W	YDL005C	YKL112W	tu	tu	-0.2229
YGL253W	YDR295C	YKL112W	tu	tu	-0.2999
YGL253W	YDR339C	YKL112W	tu	tu	-0.2036
YGL253W	YDR477W	YER040W	tu	kd	-0.1648
YGL253W	YDR477W	YER040W	tu	p	-0.1648
YGL253W	YDR477W	YGL035C	p	kd	-0.1648
YGL253W	YDR477W	YGL035C	p	p	-0.1648
YGL253W	YDR477W	YKL038W	p	kd	-0.1648
YGL253W	YER006W	YKL112W	tu	tu	-0.1386
YGL253W	YER145C	YER111C	tu	tu	-0.1542
YGL257C	YBR066C	YNL068C	tu	tu	-0.1541
YGR002C	YBR095C	YBR049C	tu	tu	-0.2195
YGR002C	YDR156W	YBR049C	tu	tu	-0.2
YGR002C	YDR167W	YHR099W	p	p	-0.3223
YGR002C	YDR167W	YOL012C	p	p	-0.3223
YGR002C	YDR510W	YAL011W	p	p	-0.2088
YGR002C	YDR510W	YBR049C	tu	p	-0.2088
YGR002C	YDR510W	YDR225W	p	p	-0.2088
YGR002C	YER177W	YOR244W	p	p	-0.1452
YGR003W	YDR054C	YOL133W	p	p	-0.1682
YGR003W	YDR510W	YBR049C	tu	p	-0.1266
YGR003W	YDR510W	YJR052W	p	p	-0.1266
YGR003W	YEL055C	YBR049C	tu	tu	-0.2101
YGR005C	YDR311W	YBR089C-A	p	p	-0.1643
YGR005C	YER139C	YBR154C	p	p	-0.2163
YGR005C	YER139C	YDL140C	p	p	-0.2163
YGR005C	YER139C	YDR404C	p	p	-0.2163
YGR005C	YER139C	YIL021W	p	p	-0.2163
YGR005C	YER139C	YJL140W	p	p	-0.2163
YGR005C	YER139C	YLR418C	p	p	-0.2163
YGR005C	YER139C	YOL005C	p	p	-0.2163
YGR005C	YER139C	YOR151C	p	p	-0.2163
YGR005C	YER139C	YPR093C	p	p	-0.2163
YGR005C	YER139C	YPR187W	p	p	-0.2163
YGR005C	YER151C	YDL140C	p	p	-0.1344
YGR005C	YER151C	YOR151C	p	p	-0.1344
YGR006W	YER013W	YDR088C	p	p	-0.519
YGR009C	YAL030W	YBL050W	p	p	-0.3628
YGR009C	YAL030W	YBR049C	tu	tu	-0.3628
YGR009C	YAL030W	YDR468C	p	p	-0.3628
YGR009C	YAL030W	YMR183C	p	p	-0.3628
YGR009C	YAL030W	YNR049C	p	p	-0.3628
YGR009C	YAL030W	YPL232W	p	p	-0.3628
YGR009C	YAL031C	YBR049C	tu	tu	-0.1296
YGR009C	YBR065C	YBR049C	tu	tu	-0.1327
YGR009C	YBR102C	YIL068C	p	p	-0.1876
YGR009C	YBR102C	YPR032W	p	p	-0.1876
YGR009C	YDL208W	YBR049C	tu	tu	-0.1664
YGR009C	YDR164C	YIL068C	p	p	-0.519
YGR009C	YDR164C	YMR183C	p	p	-0.519
YGR009C	YDR164C	YNR049C	p	p	-0.519
YGR009C	YDR164C	YOR327C	p	p	-0.519
YGR009C	YDR164C	YPL232W	p	p	-0.519
YGR009C	YDR166C	YIL068C	p	p	-0.2574
YGR009C	YFL005W	YBR049C	tu	tu	-0.1785
YGR009C	YFL005W	YNR049C	p	p	-0.1785
YGR009C	YFL005W	YPR032W	p	p	-0.1785
YGR013W	YDL087C	YHR086W	p	p	-0.7905
YGR013W	YDL087C	YKL012W	p	p	-0.7905
YGR013W	YDL087C	YPL213W	p	p	-0.7905
YGR014W	YDR146C	YBR160W	ku	ku	-0.4439
YGR014W	YDR146C	YBR160W	p	ku	-0.4439
YGR014W	YDR146C	YBR160W	ku	p	-0.4439
YGR014W	YDR146C	YBR160W	p	p	-0.4439
YGR014W	YDR146C	YMR043W	tu	tu	-0.4439
YGR027C	YBL007C	YGL181W	tu	p	-0.1224
YGR027C	YBR118W	YNL216W	tu	tu	-0.2553
YGR027C	YER169W	YNL216W	tu	tu	-0.2115
YGR030C	YBR167C	YAL033W	p	p	-0.3005
YGR030C	YBR167C	YBR257W	p	p	-0.3005
YGR030C	YBR167C	YHR062C	p	p	-0.3005
YGR030C	YBR167C	YIR015W	p	p	-0.3005
YGR030C	YBR167C	YLR145W	p	p	-0.3005
YGR030C	YBR167C	YNL221C	p	p	-0.3005
YGR030C	YDR478W	YBR257W	p	p	-0.4439
YGR030C	YDR478W	YHR062C	p	p	-0.4439
YGR030C	YDR478W	YLR145W	p	p	-0.4439
YGR030C	YDR478W	YNL221C	p	p	-0.4439
YGR033C	YDL136W	YNL216W	tu	tu	-0.1647
YGR034W	YER006W	YDR101C	p	p	-0.135
YGR034W	YGL253W	YOR028C	tu	tu	-0.1365
YGR035C	YGL216W	YBR160W	ku	ku	-0.161
YGR035C	YGL216W	YBR160W	p	ku	-0.161
YGR035C	YGL216W	YBR160W	ku	p	-0.161
YGR035C	YGL216W	YBR160W	p	p	-0.161
YGR037C	YBL040C	YBR049C	tu	tu	-0.2223
YGR041W	YAL022C	YDR146C	tu	tu	-0.1305
YGR041W	YDL191W	YDR146C	tu	tu	-0.1448
YGR041W	YDL191W	YER111C	tu	tu	-0.1448
YGR045C	YDR156W	YBR049C	tu	tu	-0.1326
YGR046W	YBR164C	YBR049C	tu	tu	-0.1994
YGR047C	YDR045C	YDL150W	p	p	-0.2796
YGR048W	YDL020C	YBR170C	p	td	-0.4604
YGR048W	YDL020C	YDL126C	p	td	-0.4604
