query_oln_id	query_gene_name	array_oln_id	array_gene_name	genetic_interaction_score	p_value	std_dev	query_oln_id_edited	array_oln_id_edited
YCR086W	CSM1	YJR073C	OPI3	-0.1222	0.0239	6.298e-05	YCR086W	YJR073C
YCR086W	CSM1	YKL212W	SAC1	-0.1588	0.0283	1.6036e-05	YCR086W	YKL212W
YCR086W	CSM1	YKL160W	ELF1	-0.1209	0.0323	0.0026649	YCR086W	YKL160W
YCR086W	CSM1	YKL116C	PRR1	-0.1673	0.0235	3.5309e-08	YCR086W	YKL116C
YCR086W	CSM1	YKL065C	YET1	-0.1476	0.0441	0.003583	YCR086W	YKL065C
YCR086W	CSM1	YKL020C	SPT23	-0.1245	0.0282	0.00057856	YCR086W	YKL020C
YCR086W	CSM1	YKR072C	SIS2	-0.1652	0.0077	5.4993e-53	YCR086W	YKR072C
YCR086W	CSM1	YKR095W	MLP1	-0.2628	0.0103	2.4536e-74	YCR086W	YKR095W
YCR086W	CSM1	YLR015W	BRE2	-0.1479	0.0162	3.1117e-11	YCR086W	YLR015W
YCR086W	CSM1	YLR238W	FAR10	-0.1834	0.0278	2.4383e-07	YCR086W	YLR238W
YCR086W	CSM1	YML103C	NUP188	-0.2853	0.0267	3.7998e-18	YCR086W	YML103C
YCR086W	CSM1	YML017W	PSP2	-0.4332	0.0111	0	YCR086W	YML017W
YCR086W	CSM1	YML012C-A	YML012C-A	-0.1267	0.0478	0.011216	YCR086W	YML012C-A
YCR086W	CSM1	YMR198W	CIK1	-0.1939	0.0139	4.1119e-25	YCR086W	YMR198W
YCR086W	CSM1	YMR219W	ESC1	-0.1355	0.0016	0	YCR086W	YMR219W
YCR086W	CSM1	YNL127W	FAR11	-0.2284	0.0193	5.4779e-18	YCR086W	YNL127W
YCR086W	CSM1	YNL076W	MKS1	-0.1409	0.0032	0	YCR086W	YNL076W
YCR086W	CSM1	YNL056W	OCA2	-0.2377	0.0234	3.345e-15	YCR086W	YNL056W
YCR086W	CSM1	YNL031C	HHT2	-0.1582	0.0356	0.00013649	YCR086W	YNL031C
YCR086W	CSM1	YOL081W	IRA2	-0.158	0.0278	2.7274e-06	YCR086W	YOL081W
YCR086W	CSM1	YOR132W	VPS17	-0.2222	0.0259	6.1952e-11	YCR086W	YOR132W
YCR086W	CSM1	YOR311C	DGK1	-0.4234	0.0332	7.2261e-29	YCR086W	YOR311C
YCR086W	CSM1	YOR315W	SFG1	-0.207	0.0261	9.0067e-10	YCR086W	YOR315W
YCR086W	CSM1	YOR322C	LDB19	-0.1355	0.0108	2.2166e-19	YCR086W	YOR322C
YCR086W	CSM1	YOR349W	CIN1	-0.1256	0.024	4.2565e-05	YCR086W	YOR349W
YCR086W	CSM1	YPL055C	LGE1	-0.1326	0.0209	5.0536e-07	YCR086W	YPL055C
YCR086W	CSM1	YPR084W	YPR084W	-0.1991	0.024	1.3284e-10	YCR086W	YPR084W
YCR086W	CSM1	YPR119W	CLB2	-0.2786	0.0348	1.3237e-12	YCR086W	YPR119W
YCR086W	CSM1	YPR141C	KAR3	-0.1632	0.0417	2.6857e-06	YCR086W	YPR141C
YCR088W	ABP1	YBL047C	EDE1	-0.1434	0.011	4.8934e-21	YCR088W	YBL047C
YCR088W	ABP1	YBL007C	SLA1	-0.3841	0.0112	2.2976e-139	YCR088W	YBL007C
YCR088W	ABP1	YDR276C	PMP3	-0.2285	0.0206	6.0876e-18	YCR088W	YDR276C
YCR088W	ABP1	YGR086C	PIL1	-0.1567	0.0385	0.00034256	YCR088W	YGR086C
YCR088W	ABP1	YIL034C	CAP2	-0.1379	0.0395	0.001842	YCR088W	YIL034C
YCR091W	KIN82	YCR008W	SAT4	-0.1262	0.0389	0.0032156	YCR091W	YCR008W
YCR091W	KIN82	YDR080W	VPS41	-0.2371	0.0186	5.4559e-22	YCR091W	YDR080W
YCR091W	KIN82	YDR233C	RTN1	-0.1251	0.0227	2.6784e-05	YCR091W	YDR233C
YCR091W	KIN82	YDR313C	PIB1	-0.125	0.034	0.0019746	YCR091W	YDR313C
YCR091W	KIN82	YDR512C	EMI1	-0.1532	0.0327	6.0555e-05	YCR091W	YDR512C
YCR091W	KIN82	YER129W	SAK1	-0.1551	0.0334	0.00011705	YCR091W	YER129W
YCR091W	KIN82	YGL087C	MMS2	-0.2832	0.0278	2.1734e-15	YCR091W	YGL087C
YCR091W	KIN82	YGL043W	DST1	-0.1472	0.014	1.376e-14	YCR091W	YGL043W
YCR091W	KIN82	YGR092W	DBF2	-0.1702	0.0043	0	YCR091W	YGR092W
YCR091W	KIN82	YHR059W	FYV4	-0.2549	0.0114	1.3809e-57	YCR091W	YHR059W
YCR091W	KIN82	YLR337C	VRP1	-0.1308	0.0024	0	YCR091W	YLR337C
YCR091W	KIN82	YML012C-A	YML012C-A	-0.1581	0.023	2.2436e-07	YCR091W	YML012C-A
YCR091W	KIN82	YNL081C	SWS2	-0.2177	0.0109	4.8126e-46	YCR091W	YNL081C
YCR091W	KIN82	YPL172C	COX10	-0.1237	0.0395	0.0061424	YCR091W	YPL172C
YCR091W	KIN82	YPR191W	QCR2	-0.2213	0.0479	1.4893e-05	YCR091W	YPR191W
YCR094W	CDC50	YAL024C	LTE1	-0.2041	0.0216	3.5902e-18	YCR094W	YAL024C
YCR094W	CDC50	YCL075W	YCL075W	-0.1327	0.0173	8.7786e-12	YCR094W	YCL075W
YCR094W	CDC50	YDR063W	AIM7	-0.1567	0.0272	1.4876e-10	YCR094W	YDR063W
YCR094W	CDC50	YDR126W	SWF1	-0.2013	0.0443	2.2536e-11	YCR094W	YDR126W
YCR094W	CDC50	YDR372C	VPS74	-0.1258	0.029	2.8361e-06	YCR094W	YDR372C
YCR094W	CDC50	YDR378C	LSM6	-0.1508	0.0313	2.7641e-09	YCR094W	YDR378C
YCR094W	CDC50	YER166W	DNF1	-0.2174	0.0132	9.2401e-43	YCR094W	YER166W
YCR094W	CDC50	YFL027C	GYP8	-0.1492	0.0209	4.0921e-12	YCR094W	YFL027C
YCR094W	CDC50	YGR157W	CHO2	-0.1349	0.0239	4.2324e-08	YCR094W	YGR157W
YCR094W	CDC50	YGR276C	RNH70	-0.1229	0.0135	6.7192e-13	YCR094W	YGR276C
YCR094W	CDC50	YJL154C	VPS35	-0.1364	0.0202	2.5784e-10	YCR094W	YJL154C
YCR094W	CDC50	YJL117W	PHO86	-0.1588	0.0129	1.7315e-21	YCR094W	YJL117W
YCR094W	CDC50	YKL190W	CNB1	-0.168	0.0157	5.9001e-19	YCR094W	YKL190W
YCR094W	CDC50	YKL006W	RPL14A	-0.1282	0.0297	2.5295e-05	YCR094W	YKL006W
YCR094W	CDC50	YKR014C	YPT52	-0.1495	0.0267	3.8895e-09	YCR094W	YKR014C
YCR094W	CDC50	YLL040C	VPS13	-0.1629	0.0459	3.9975e-08	YCR094W	YLL040C
YCR094W	CDC50	YLL038C	ENT4	-0.1359	0.0107	2.9084e-23	YCR094W	YLL038C
YCR094W	CDC50	YML128C	MSC1	-0.1462	0.0377	3.3265e-05	YCR094W	YML128C
YCR094W	CDC50	YML071C	COG8	-0.1557	0.031	3.1852e-07	YCR094W	YML071C
YCR094W	CDC50	YML041C	VPS71	-0.188	0.0108	2.1645e-39	YCR094W	YML041C
YCR094W	CDC50	YMR015C	ERG5	-0.166	0.0214	3.5311e-11	YCR094W	YMR015C
YCR094W	CDC50	YMR016C	SOK2	-0.1475	0.0046	4.0027e-117	YCR094W	YMR016C
YCR094W	CDC50	YMR060C	SAM37	-0.1332	0.0164	1.4213e-10	YCR094W	YMR060C
YCR094W	CDC50	YMR269W	TMA23	-0.1606	0.017	5.7694e-15	YCR094W	YMR269W
YCR094W	CDC50	YMR272C	SCS7	-0.173	0.0324	2.2569e-07	YCR094W	YMR272C
YCR094W	CDC50	YOL018C	TLG2	-0.1465	0.049	3.983e-06	YCR094W	YOL018C
YCR094W	CDC50	YOL002C	IZH2	-0.1708	0.0416	7.0197e-07	YCR094W	YOL002C
YCR094W	CDC50	YOR006C	TSR3	-0.1313	0.0381	2.7089e-05	YCR094W	YOR006C
YCR094W	CDC50	YOR007C	SGT2	-0.1567	0.0245	4.667e-10	YCR094W	YOR007C
YCR094W	CDC50	YOR115C	TRS33	-0.139	0.013	2.7498e-16	YCR094W	YOR115C
YCR094W	CDC50	YOR246C	YOR246C	-0.1221	0.0405	8.5911e-06	YCR094W	YOR246C
YCR094W	CDC50	YPL120W	VPS30	-0.1699	0.0083	1.0003e-52	YCR094W	YPL120W
YCR094W	CDC50	YPR057W	BRR1	-0.137	0.0126	5.2615e-16	YCR094W	YPR057W
YCR094W	CDC50	YPR090W	YPR090W	-0.2601	0.0061	0	YCR094W	YPR090W
YCR106W	RDS1	YHL025W	SNF6	-0.1549	0.0325	8.735e-05	YCR106W	YHL025W
YCR106W	RDS1	YNL122C	YNL122C	-0.1598	0.0425	0.00045888	YCR106W	YNL122C
YCR107W	AAD3	YMR241W	YHM2	-0.1447	0.0286	0.00010599	YCR107W	YMR241W
YDL246C	SOR2	YIL064W	SEE1	-0.1338	0.0366	0.0017432	YDL246C	YIL064W
YDL246C	SOR2	YJL147C	YJL147C	-0.2499	0.0432	2.0955e-07	YDL246C	YJL147C
YDL246C	SOR2	YKL041W	VPS24	-0.244	0.0296	1.7835e-10	YDL246C	YKL041W
YDL246C	SOR2	YKL006W	RPL14A	-0.2401	0.0263	8.2442e-12	YDL246C	YKL006W
YDL246C	SOR2	YKR065C	PAM17	-0.1223	0.0417	0.0067876	YDL246C	YKR065C
YDL246C	SOR2	YLL047W	YLL047W	-0.1247	0.0209	5.7105e-06	YDL246C	YLL047W
YDL246C	SOR2	YLR218C	YLR218C	-0.218	0.0473	7.4795e-05	YDL246C	YLR218C
YDL246C	SOR2	YLR395C	COX8	-0.1912	0.0092	6.5058e-49	YDL246C	YLR395C
YDL246C	SOR2	YML081C-A	ATP18	-0.1479	0.0332	0.00038217	YDL246C	YML081C-A
YDL246C	SOR2	YMR256C	COX7	-0.2048	0.0328	1.3549e-06	YDL246C	YMR256C
YDL246C	SOR2	YNL081C	SWS2	-0.1888	0.0147	2.9731e-20	YDL246C	YNL081C
YDL246C	SOR2	YOR040W	GLO4	-0.1557	0.0124	1.5328e-19	YDL246C	YOR040W
YDL246C	SOR2	YOR078W	BUD21	-0.1522	0.0367	0.00036877	YDL246C	YOR078W
YDL246C	SOR2	YPR134W	MSS18	-0.1986	0.0248	2.9821e-09	YDL246C	YPR134W
YDL245C	HXT15	YHL025W	SNF6	-0.1539	0.0181	2.9061e-10	YDL245C	YHL025W
YDL244W	THI13	YDR293C	SSD1	-0.1623	0.0085	1.6336e-42	YDL244W	YDR293C
YDL236W	PHO13	YCL025C	AGP1	-0.1477	0.023	1.1764e-06	YDL236W	YCL025C
YDL236W	PHO13	YHL025W	SNF6	-0.1203	0.0335	0.0027817	YDL236W	YHL025W
YDL236W	PHO13	YHR178W	STB5	-0.451	0.0116	0	YDL236W	YHR178W
YDL236W	PHO13	YKL032C	IXR1	-0.1909	0.0119	1.1791e-30	YDL236W	YKL032C
YDL236W	PHO13	YLL047W	YLL047W	-0.1383	0.0261	7.6974e-05	YDL236W	YLL047W
YDL236W	PHO13	YLL045C	RPL8B	-0.1577	0.0311	9.0025e-05	YDL236W	YLL045C
YDL236W	PHO13	YLR371W	ROM2	-0.2474	0.0147	2.1097e-33	YDL236W	YLR371W
YDL236W	PHO13	YPL106C	SSE1	-0.1879	0.0035	0	YDL236W	YPL106C
YDL236W	PHO13	YPL079W	RPL21B	-0.1564	0.0271	8.634e-06	YDL236W	YPL079W
YDL236W	PHO13	YPL057C	SUR1	-0.225	0.033	6.4485e-08	YDL236W	YPL057C
YDL236W	PHO13	YPR060C	ARO7	-0.1716	0.0434	0.00060669	YDL236W	YPR060C
YDL233W	YDL233W	YCR083W	TRX3	-0.1266	0.0429	0.0065967	YDL233W	YCR083W
YDL233W	YDL233W	YGL235W	YGL235W	-0.1204	0.047	0.01854	YDL233W	YGL235W
YDL233W	YDL233W	YJL147C	YJL147C	-0.1635	0.0463	0.0012049	YDL233W	YJL147C
YDL233W	YDL233W	YJL128C	PBS2	-0.1235	0.0323	0.0015946	YDL233W	YJL128C
YDL233W	YDL233W	YLR402W	YLR402W	-0.1516	0.0344	0.0004482	YDL233W	YLR402W
YDL233W	YDL233W	YMR123W	PKR1	-0.224	0.0372	3.4103e-07	YDL233W	YMR123W
YDL233W	YDL233W	YMR201C	RAD14	-0.1647	0.0476	0.0013907	YDL233W	YMR201C
YDL233W	YDL233W	YMR205C	PFK2	-0.1981	0.0356	8.6412e-06	YDL233W	YMR205C
YDL233W	YDL233W	YNL129W	NRK1	-0.1245	0.0487	0.010459	YDL233W	YNL129W
YDL233W	YDL233W	YPL046C	ELC1	-0.125	0.0474	0.010058	YDL233W	YPL046C
YDL230W	PTP1	YDR080W	VPS41	-0.1669	0.0452	0.00049497	YDL230W	YDR080W
YDL230W	PTP1	YDR159W	SAC3	-0.1409	0.0204	2.2861e-07	YDL230W	YDR159W
YDL230W	PTP1	YDR174W	HMO1	-0.1932	0.0168	2.7843e-17	YDL230W	YDR174W
YDL230W	PTP1	YHR079C	IRE1	-0.1351	0.0209	1.3543e-06	YDL230W	YHR079C
YDL230W	PTP1	YKL053C-A	MDM35	-0.1535	0.0328	0.00023191	YDL230W	YKL053C-A
YDL230W	PTP1	YLR200W	YKE2	-0.1585	0.0464	0.005621	YDL230W	YLR200W
YDL230W	PTP1	YMR011W	HXT2	-0.1265	0.0255	0.00010358	YDL230W	YMR011W
YDL230W	PTP1	YMR016C	SOK2	-0.2052	0.004	0	YDL230W	YMR016C
YDL230W	PTP1	YNR007C	ATG3	-0.1935	0.0137	1.7387e-24	YDL230W	YNR007C
YDL230W	PTP1	YOL124C	TRM11	-0.4786	0.0128	1.9283e-160	YDL230W	YOL124C
YDL230W	PTP1	YOL116W	MSN1	-0.3083	0.0293	2.6136e-16	YDL230W	YOL116W
YDL230W	PTP1	YOL112W	MSB4	-0.1376	0.0133	8.8466e-14	YDL230W	YOL112W
YDL230W	PTP1	YOL075C	YOL075C	-0.1248	0.0235	3.8155e-05	YDL230W	YOL075C
YDL230W	PTP1	YOR229W	WTM2	-0.1249	0.0328	0.0015807	YDL230W	YOR229W
YDL230W	PTP1	YPR089W	YPR089W	-0.1232	0.0069	5.0059e-37	YDL230W	YPR089W
YDL229W	SSB1	YBR224W	YBR224W	-0.1341	0.0118	3.9122e-16	YDL229W	YBR224W
YDL229W	SSB1	YGR097W	ASK10	-0.1401	0.0149	2.8706e-11	YDL229W	YGR097W
YDL229W	SSB1	YHL034C	SBP1	-0.1215	0.0251	0.0001254	YDL229W	YHL034C
YDL229W	SSB1	YHR021C	RPS27B	-0.1714	0.0163	1.0399e-14	YDL229W	YHR021C
YDL229W	SSB1	YJR092W	BUD4	-0.1216	0.0247	6.5094e-05	YDL229W	YJR092W
YDL229W	SSB1	YLR352W	YLR352W	-0.1293	0.0473	0.006361	YDL229W	YLR352W
YDL229W	SSB1	YMR067C	UBX4	-0.1245	0.0278	0.00041505	YDL229W	YMR067C
YDL229W	SSB1	YMR198W	CIK1	-0.2571	0.0362	1.2715e-11	YDL229W	YMR198W
YDL229W	SSB1	YOR293W	RPS10A	-0.1219	0.0386	0.0073248	YDL229W	YOR293W
YDL226C	GCS1	YAR030C	YAR030C	-0.1246	0.035	0.0016021	YDL226C	YAR030C
YDL226C	GCS1	YAR035W	YAT1	-0.196	0.044	2.6383e-05	YDL226C	YAR035W
YDL226C	GCS1	YAR050W	FLO1	-0.1913	0.0319	9.5775e-07	YDL226C	YAR050W
YDL226C	GCS1	YIL044C	AGE2	-0.8298	0.0096	0	YDL226C	YIL044C
YDL226C	GCS1	YJR051W	OSM1	-0.1949	0.0412	9.0708e-05	YDL226C	YJR051W
YDL226C	GCS1	YKR039W	GAP1	-0.1217	0.0358	0.0037302	YDL226C	YKR039W
YDL226C	GCS1	YML012C-A	YML012C-A	-0.1981	0.031	2.6025e-07	YDL226C	YML012C-A
YDL226C	GCS1	YNL021W	HDA1	-0.1626	0.0272	1.7899e-06	YDL226C	YNL021W
YDL226C	GCS1	YNR051C	BRE5	-0.125	0.0139	6.3711e-11	YDL226C	YNR051C
YDL226C	GCS1	YOR327C	SNC2	-0.1976	0.0299	1.3435e-07	YDL226C	YOR327C
YDL225W	SHS1	YBL061C	SKT5	-0.158	0.0426	0.0018185	YDL225W	YBL061C
YDL225W	SHS1	YCL014W	BUD3	-0.3687	0.0198	1.2731e-41	YDL225W	YCL014W
YDL225W	SHS1	YDL006W	PTC1	-0.2007	0.0099	5.3255e-48	YDL225W	YDL006W
YDL225W	SHS1	YDR409W	SIZ1	-0.1985	0.0093	4.5555e-52	YDL225W	YDR409W
YDL225W	SHS1	YER185W	PUG1	-0.1227	0.0461	0.0098669	YDL225W	YER185W
YDL225W	SHS1	YFL036W	RPO41	-0.3234	0.0106	1.1326e-106	YDL225W	YFL036W
YDL225W	SHS1	YGL218W	YGL218W	-0.2186	0.0205	2.7423e-15	YDL225W	YGL218W
YDL225W	SHS1	YGL149W	YGL149W	-0.1414	0.0092	5.6364e-28	YDL225W	YGL149W
YDL225W	SHS1	YGR105W	VMA21	-0.149	0.0222	2.5167e-07	YDL225W	YGR105W
YDL225W	SHS1	YIL140W	AXL2	-0.392	0.0266	6.0398e-31	YDL225W	YIL140W
YDL225W	SHS1	YIL098C	FMC1	-0.2528	0.0399	1.5453e-07	YDL225W	YIL098C
YDL225W	SHS1	YJL147C	YJL147C	-0.1993	0.0145	1.353e-23	YDL225W	YJL147C
YDL225W	SHS1	YJL099W	CHS6	-0.209	0.0263	3.8798e-10	YDL225W	YJL099W
YDL225W	SHS1	YJR032W	CPR7	-0.1571	0.0288	1.097e-05	YDL225W	YJR032W
YDL225W	SHS1	YJR074W	MOG1	-0.1297	0.0057	1.1566e-59	YDL225W	YJR074W
YDL225W	SHS1	YJR139C	HOM6	-0.1312	0.0478	0.0073068	YDL225W	YJR139C
YDL225W	SHS1	YKL087C	CYT2	-0.1353	0.0439	0.0055506	YDL225W	YKL087C
YDL225W	SHS1	YKL006W	RPL14A	-0.2567	0.0285	7.0553e-12	YDL225W	YKL006W
YDL225W	SHS1	YLR079W	SIC1	-0.181	0.0034	0	YDL225W	YLR079W
YDL225W	SHS1	YLR330W	CHS5	-0.1238	0.0243	7.6569e-05	YDL225W	YLR330W
YDL225W	SHS1	YML030W	AIM31	-0.1219	0.0293	0.00078001	YDL225W	YML030W
YDL225W	SHS1	YMR036C	MIH1	-0.1218	0.0383	0.0050387	YDL225W	YMR036C
YDL225W	SHS1	YMR243C	ZRC1	-0.1408	0.0379	0.0014409	YDL225W	YMR243C
YDL225W	SHS1	YNL091W	NST1	-0.1239	0.0207	7.2133e-06	YDL225W	YNL091W
YDL225W	SHS1	YOL009C	MDM12	-0.1425	0.0244	9.0942e-06	YDL225W	YOL009C
YDL225W	SHS1	YOR035C	SHE4	-0.2463	0.04	3.4776e-08	YDL225W	YOR035C
YDL225W	SHS1	YOR050C	YOR050C	-0.172	0.0237	1.2239e-08	YDL225W	YOR050C
YDL225W	SHS1	YOR114W	YOR114W	-0.125	0.0118	2.3118e-14	YDL225W	YOR114W
YDL225W	SHS1	YOR132W	VPS17	-0.1378	0.0293	0.0002121	YDL225W	YOR132W
YDL225W	SHS1	YPR043W	RPL43A	-0.2245	0.0238	2.1966e-12	YDL225W	YPR043W
YDL225W	SHS1	YPR134W	MSS18	-0.1842	0.0258	5.6598e-08	YDL225W	YPR134W
YDL225W	SHS1	YPR191W	QCR2	-0.1445	0.0234	2.0101e-06	YDL225W	YPR191W
YDL222C	FMP45	YFL036W	RPO41	-0.1416	0.011	1.9419e-20	YDL222C	YFL036W
YDL222C	FMP45	YGL042C	YGL042C	-0.1264	0.0077	3.4797e-31	YDL222C	YGL042C
YDL222C	FMP45	YIL160C	POT1	-0.2032	0.0104	6.692e-44	YDL222C	YIL160C
YDL222C	FMP45	YIL052C	RPL34B	-0.1512	0.0472	0.0021956	YDL222C	YIL052C
YDL222C	FMP45	YIR001C	SGN1	-0.1472	0.0431	0.0019585	YDL222C	YIR001C
YDL222C	FMP45	YLR205C	HMX1	-0.128	0.0128	8.1601e-13	YDL222C	YLR205C
YDL222C	FMP45	YMR237W	BCH1	-0.1208	0.022	5.8483e-05	YDL222C	YMR237W
YDL222C	FMP45	YOL112W	MSB4	-0.205	0.0479	0.00021131	YDL222C	YOL112W
YDL217C_tsq714	tim22-19	YAL010C	MDM10	-0.1638	0.023	5.1196e-08	YDL217C	YAL010C
YDL217C_tsq714	tim22-19	YBL059W	YBL059W	-0.1358	0.0364	0.0010161	YDL217C	YBL059W
YDL217C_tsq714	tim22-19	YDL083C	RPS16B	-0.1424	0.0328	0.00023842	YDL217C	YDL083C
YDL217C_tsq714	tim22-19	YDR290W	YDR290W	-0.2957	0.0307	1.5706e-14	YDL217C	YDR290W
YDL217C_tsq714	tim22-19	YDR392W	SPT3	-0.1529	0.0217	8.446e-08	YDL217C	YDR392W
YDL217C_tsq714	tim22-19	YDR485C	VPS72	-0.2272	0.0326	8.5009e-10	YDL217C	YDR485C
YDL217C_tsq714	tim22-19	YER151C	UBP3	-0.1445	0.0439	0.0015094	YDL217C	YER151C
YDL217C_tsq714	tim22-19	YFL036W	RPO41	-0.1927	0.0248	1.6583e-09	YDL217C	YFL036W
YDL217C_tsq714	tim22-19	YGL057C	YGL057C	-0.1437	0.0158	2.95e-11	YDL217C	YGL057C
YDL217C_tsq714	tim22-19	YGR092W	DBF2	-0.1485	0.0476	0.0037616	YDL217C	YGR092W
YDL217C_tsq714	tim22-19	YGR122W	YGR122W	-0.1558	0.0072	8.602e-54	YDL217C	YGR122W
YDL217C_tsq714	tim22-19	YGR231C	PHB2	-0.7315	0.0064	0	YDL217C	YGR231C
YDL217C_tsq714	tim22-19	YHR059W	FYV4	-0.1369	0.0349	0.0017761	YDL217C	YHR059W
YDL217C_tsq714	tim22-19	YLR193C	UPS1	-0.4876	0.0411	3.2841e-24	YDL217C	YLR193C
YDL217C_tsq714	tim22-19	YLR218C	YLR218C	-0.1366	0.0268	0.00010876	YDL217C	YLR218C
YDL217C_tsq714	tim22-19	YML128C	MSC1	-0.1493	0.0222	4.4017e-07	YDL217C	YML128C
YDL217C_tsq714	tim22-19	YMR123W	PKR1	-0.1508	0.0179	3.5246e-10	YDL217C	YMR123W
YDL217C_tsq714	tim22-19	YNL081C	SWS2	-0.2743	0.0416	2.6361e-08	YDL217C	YNL081C
YDL217C_tsq714	tim22-19	YOR030W	DFG16	-0.1986	0.0399	1.1185e-05	YDL217C	YOR030W
YDL217C_tsq714	tim22-19	YOR078W	BUD21	-0.1617	0.0259	6.518e-07	YDL217C	YOR078W
YDL217C_tsq714	tim22-19	YPL098C	MGR2	-0.162	0.0172	6.4873e-12	YDL217C	YPL098C
YDL217C_tsq714	tim22-19	YPL036W	PMA2	-0.1292	0.0186	2.6946e-07	YDL217C	YPL036W
YDL217C_tsq714	tim22-19	YPR020W	ATP20	-0.1668	0.0237	3.3951e-08	YDL217C	YPR020W
YDL217C_tsq714	tim22-19	YPR045C	YPR045C	-0.1339	0.0295	0.00022603	YDL217C	YPR045C
YDL216C	RRI1	YCL045C	EMC1	-0.1363	0.0283	0.00026438	YDL216C	YCL045C
YDL216C	RRI1	YCL044C	MGR1	-0.3167	0.0278	1.7179e-17	YDL216C	YCL044C
YDL216C	RRI1	YCL032W	STE50	-0.2658	0.0458	1.8047e-06	YDL216C	YCL032W
YDL216C	RRI1	YDL002C	NHP10	-0.1809	0.0355	5.524e-05	YDL216C	YDL002C
YDL216C	RRI1	YDR024W	FYV1	-0.3107	0.0227	3.8714e-25	YDL216C	YDR024W
YDL216C	RRI1	YDR051C	DET1	-0.1282	0.0158	2.4286e-09	YDL216C	YDR051C
YDL216C	RRI1	YDR128W	MTC5	-0.1961	0.021	2.0604e-12	YDL216C	YDR128W
YDL216C	RRI1	YDR463W	STP1	-0.2397	0.044	1.0724e-07	YDL216C	YDR463W
YDL216C	RRI1	YDR471W	RPL27B	-0.141	0.0423	0.0010545	YDL216C	YDR471W
YDL216C	RRI1	YDR501W	PLM2	-0.1542	0.0351	0.00015687	YDL216C	YDR501W
YDL216C	RRI1	YER158C	YER158C	-0.1202	0.0275	0.00045649	YDL216C	YER158C
YDL216C	RRI1	YFR040W	SAP155	-0.198	0.0271	9.9491e-09	YDL216C	YFR040W
YDL216C	RRI1	YGL218W	YGL218W	-0.1332	0.03	0.00047092	YDL216C	YGL218W
YDL216C	RRI1	YGR223C	HSV2	-0.1275	0.0214	9.1971e-06	YDL216C	YGR223C
YDL216C	RRI1	YGR281W	YOR1	-0.168	0.0471	0.0021957	YDL216C	YGR281W
YDL216C	RRI1	YHL025W	SNF6	-0.1998	0.0433	3.6216e-05	YDL216C	YHL025W
YDL216C	RRI1	YIL058W	YIL058W	-0.1212	0.0416	0.0087328	YDL216C	YIL058W
YDL216C	RRI1	YJL186W	MNN5	-0.1606	0.025	9.5234e-07	YDL216C	YJL186W
YDL216C	RRI1	YJL138C	TIF2	-0.1946	0.0339	1.5079e-06	YDL216C	YJL138C
YDL216C	RRI1	YJL136C	RPS21B	-0.1397	0.046	0.0047034	YDL216C	YJL136C
YDL216C	RRI1	YLR406C	RPL31B	-0.1283	0.0168	2.3086e-08	YDL216C	YLR406C
YDL216C	RRI1	YML120C	NDI1	-0.1536	0.0225	2.0464e-07	YDL216C	YML120C
YDL216C	RRI1	YML066C	SMA2	-0.1374	0.0169	4.6979e-09	YDL216C	YML066C
YDL216C	RRI1	YML006C	GIS4	-0.1546	0.0364	0.00031172	YDL216C	YML006C
YDL216C	RRI1	YML001W	YPT7	-0.1553	0.0332	9.3305e-05	YDL216C	YML001W
YDL216C	RRI1	YMR065W	KAR5	-0.1201	0.0369	0.0049026	YDL216C	YMR065W
YDL216C	RRI1	YMR172C-A	YMR172C-A	-0.1274	0.0239	3.8588e-05	YDL216C	YMR172C-A
YDL216C	RRI1	YMR183C	SSO2	-0.306	0.0487	5.8681e-08	YDL216C	YMR183C
YDL216C	RRI1	YNL091W	NST1	-0.134	0.0372	0.0023903	YDL216C	YNL091W
YDL215C	GDH2	YBL072C	RPS8A	-0.2237	0.0459	5.1926e-05	YDL215C	YBL072C
YDL215C	GDH2	YCR063W	BUD31	-0.1315	0.0437	0.0061736	YDL215C	YCR063W
YDL215C	GDH2	YDR049W	YDR049W	-0.131	0.0175	5.1093e-08	YDL215C	YDR049W
YDL215C	GDH2	YDR402C	DIT2	-0.1554	0.021	7.5253e-08	YDL215C	YDR402C
YDL215C	GDH2	YIL122W	POG1	-0.1751	0.0312	6.4871e-06	YDL215C	YIL122W
YDL215C	GDH2	YIL076W	SEC28	-0.1209	0.0225	5.8801e-06	YDL215C	YIL076W
YDL215C	GDH2	YJL163C	YJL163C	-0.3038	0.0314	8.8285e-15	YDL215C	YJL163C
YDL215C	GDH2	YJR054W	ERM6	-0.13	0.0492	0.030844	YDL215C	YJR054W
YDL215C	GDH2	YLR038C	COX12	-0.1457	0.0427	0.0026807	YDL215C	YLR038C
YDL215C	GDH2	YLR182W	SWI6	-0.1801	0.0227	7.0406e-09	YDL215C	YLR182W
YDL215C	GDH2	YLR247C	IRC20	-0.1214	0.0359	0.0028551	YDL215C	YLR247C
YDL215C	GDH2	YLR273C	PIG1	-0.135	0.0302	0.00026188	YDL215C	YLR273C
YDL215C	GDH2	YLR422W	YLR422W	-0.1672	0.0381	0.00023118	YDL215C	YLR422W
YDL215C	GDH2	YMR189W	GCV2	-0.1223	0.0335	0.0013864	YDL215C	YMR189W
YDL215C	GDH2	YNL096C	RPS7B	-0.2749	0.0239	2.1433e-18	YDL215C	YNL096C
